"","zip_code","CountyFIPSCode","count","experience","spec_count","polulation","unemployment_rate","STATE","total_income","averge_income","contract_id","tier_label","mnthly_prm","ann_ddctbl","copay_max","coin_max","Summary_Score","Star_Rating_Current"
"36843",78112,48029,973,22.2763993075591,59,6496,5.81,"TX",133196,20.5043103448276,"H5817",6,0,35.5555555555556,90,33,"Overall Star Rating",4
"36857",78124,48029,973,22.2763993075591,59,4728,5.17,"TX",151932,32.1345177664975,"H5817",6,0,35.5555555555556,90,33,"Overall Star Rating",4
"36858",78124,48029,973,22.2763993075591,59,4728,5.17,"TX",151932,32.1345177664975,"H1264",5,0,160,90,33,"Overall Star Rating",3
"36859",78124,48187,159,18.9466666666667,32,4728,5.17,"TX",151932,32.1345177664975,"H5817",6,0,35.5555555555556,90,33,"Overall Star Rating",4
"36860",78124,48187,159,18.9466666666667,32,4728,5.17,"TX",151932,32.1345177664975,"H1264",5,0,160,90,33,"Overall Star Rating",3
"36861",78130,48091,185,19.5471698113208,30,44014,3.55,"TX",1710339,38.8589766892352,"H5817",6,0,35.5555555555556,90,33,"Overall Star Rating",4
"36862",78130,48091,185,19.5471698113208,30,44014,3.55,"TX",1710339,38.8589766892352,"H5817",6,0,35.5555555555556,90,33,"Overall Star Rating",4
"36863",78130,48187,159,18.9466666666667,32,44014,3.55,"TX",1710339,38.8589766892352,"H5817",6,0,35.5555555555556,90,33,"Overall Star Rating",4
"36864",78130,48187,159,18.9466666666667,32,44014,3.55,"TX",1710339,38.8589766892352,"H5817",6,0,35.5555555555556,90,33,"Overall Star Rating",4
"36865",78130,48209,167,18.3962264150943,33,44014,3.55,"TX",1710339,38.8589766892352,"H5817",6,0,35.5555555555556,90,33,"Overall Star Rating",4
"36866",78130,48209,167,18.3962264150943,33,44014,3.55,"TX",1710339,38.8589766892352,"H5817",6,0,35.5555555555556,90,33,"Overall Star Rating",4
