"","zipcode","num of physicians","avg graduation year","avg group member"
"1970","14210",6,1989,0
"1971","14211",7,1994,6.6
"1972","14212",8,1996,34.6
"1973","14213",11,1998,0
"1974","14216",28,1989,0
"1975","14218",6,1988,0
"1976","14219",9,2001,3.9
"1977","14223",31,1984,0
"1978","14227",27,1995,0
"1979","14301",94,1992,0
"1980","14303",4,1986,0
"1981","14305",13,1991,0
"1982","14411",24,1995,0
"1983","14416",3,1994,0
"1984","14422",17,1992,52
"1985","14423",1,2000,1
"1986","14425",3,1998,3
"1987","14427",1,1994,1
"1988","14428",6,1998,3
"1989","14445",10,1998,0
"1990","14450",60,1994,0
"1991","14454",33,1998,0
"1992","14464",1,1987,1
"1993","14467",8,1988,0
"1994","14468",20,1998,0
"1995","14469",3,1988,0
"1996","14470",1,1997,1
"1997","14471",1,1989,0
"1998","14472",29,1997,0
"1999","14476",1,1989,0
"2000","14480",11,1996,0
"2001","14482",15,1995,0
"2002","14485",38,1995,69.3
"2003","14487",1,2003,1
"2004","14489",36,1991,0
"2005","14502",8,2004,15.2
"2006","14505",2,1976,2
"2007","14506",14,2009,7
"2008","14510",3,1994,0
"2009","14512",3,2000,0
"2010","14513",47,1992,0
"2011","14514",6,1993,0
"2012","14517",3,1997,0
"2013","14521",2,1974,8
"2014","14522",3,1985,0
"2015","14526",37,1994,0
"2016","14527",55,1996,0
"2017","14530",10,1987,19.5
"2018","14544",8,1996,4
"2019","14546",1,1987,1
"2020","14548",4,1998,55
"2021","14550",2,1984,0
"2022","14551",52,1991,0
"2023","14559",15,1994,2.7
"2024","14561",1,2011,4
"2025","14564",37,1996,0
"2026","14569",57,1991,0
"2027","14572",2,1990,0
"2028","14573",8,1994,4
"2029","14580",98,1997,0
"2030","14589",5,1997,2
"2031","14604",10,1996,5.2
"2032","14605",33,1995,0
"2033","14606",28,1989,0
"2034","14608",20,1998,181.7
"2035","14610",8,1990,0
"2036","14612",13,2002,0
"2037","14613",2,2007,0
"2038","14614",2,1992,0
"2039","14616",5,1999,0
"2040","14617",21,1983,0
"2041","14619",6,1992,0
"2042","14625",102,1990,0
"2043","14702",8,1997,58
"2044","14706",2,1976,0
"2045","14712",1,1993,1
"2046","14724",1,1997,8
"2047","14727",24,1994,5.8
"2048","14733",2,2000,0
"2049","14735",1,1996,1
"2050","14744",20,1998,20
"2051","14750",15,1995,7.5
"2052","14757",9,1994,0
"2053","14772",3,1999,3
"2054","14775",3,1985,0
"2055","14779",13,1997,0
"2056","14782",15,1992,26
"2057","14783",1,1983,0
"2058","14787",35,1992,0
"2059","14801",7,1985,0
"2060","14802",3,1999,1.7
"2061","14806",1,2008,1
"2062","14810",46,1992,0
"2063","14814",7,1987,0
"2064","14816",1,1990,0
"2065","14820",2,1983,2
"2066","14837",1,1988,7
"2067","14843",76,1989,0
"2068","14845",31,1999,0
"2069","14850",382,1994,0
"2070","14870",6,1996,0
"2071","14882",1,1982,1
"2072","14886",16,1996,0
"2073","14891",17,1993,0
"2074","14892",8,1991,0
"2075","14898",1,1975,0
"2076","14901",95,1990,0
"2077","14903",10,1999,0
"2078","14904",7,2005,0
"2079","14907",1,1995,230
"2080","14970",1,1994,0
"2081","15001",133,2005,0
"2082","15003",193,2005,0
"2083","15004",7,1997,0
"2084","15007",3,2007,3
"2085","15010",67,1993,0
"2086","15014",6,2004,1009
"2087","15015",2,1981,2
"2088","15021",25,1995,0
"2089","15022",226,2001,0
"2090","15024",10,1999,3.4
"2091","15030",1,1992,0
"2092","15033",1,1960,0
"2093","15034",2,1976,2
"2094","15035",3,1990,0
"2095","15037",6,1992,0
"2096","15044",58,1995,0
"2097","15045",2,1988,0
"2098","15046",1,1985,0
"2099","15049",1,2004,0
"2100","15051",1,1997,1
"2101","15052",1,1999,1
"2102","15057",6,2000,22.7
"2103","15061",28,1986,0
"2104","15062",6,1983,0
"2105","15066",5,1977,0
"2106","15067",1,1981,1
"2107","15068",117,1992,0
"2108","15074",9,1984,0
"2109","15076",1,1978,0
"2110","15081",1,1987,1
"2111","15085",2,1990,0
"2112","15086",5,1994,0
"2113","15089",5,1996,0
"2114","15090",489,1999,0
"2115","15101",28,1994,0
"2116","15102",150,2002,0
"2117","15104",17,1998,247.4
"2118","15106",78,1991,0
"2119","15112",1,1978,0
"2120","15116",5,1987,0
"2121","15120",24,1989,0
"2122","15122",71,1992,221.7
"2123","15126",4,1994,0
"2124","15129",3,1981,0
"2125","15131",35,1984,0
"2126","15132",51,1994,0
"2127","15137",13,1985,0
"2128","15139",21,1989,0
"2129","15140",2,1986,0
"2130","15144",5,1991,0
"2131","15145",14,1992,0
"2132","15147",12,1996,0
"2133","15201",4,2002,149.8
"2134","15202",62,1996,0
"2135","15203",54,1995,0
"2136","15205",203,2000,0
"2137","15207",9,1982,0
"2138","15209",9,1986,0
"2139","15210",8,1994,2.2
"2140","15211",11,1990,0
"2141","15214",1,1985,1
"2142","15216",18,1990,0
"2143","15218",14,1993,0
"2144","15219",88,1992,0
"2145","15220",146,1992,0
"2146","15221",103,1991,0
"2147","15223",19,2000,14.4
"2148","15227",23,1991,0
"2149","15228",43,1989,0
"2150","15229",8,1990,0
"2151","15233",14,1999,0
"2152","15234",16,1988,0
"2153","15236",92,1994,0
"2154","15238",128,1996,0
"2155","15239",16,1997,0
"2156","15241",111,1994,0
"2157","15275",22,2000,5.4
"2158","15312",1,1994,1
"2159","15314",6,1981,0
"2160","15320",4,1992,0
"2161","15321",14,1999,8.4
"2162","15323",16,1997,8
"2163","15324",2,1963,1
"2164","15330",1,1989,0
"2165","15332",26,1999,0
"2166","15333",53,1993,0
"2167","15338",14,1999,14
"2168","15340",1,1984,0
"2169","15344",1,2007,1
"2170","15349",1,1991,0
"2171","15370",77,1995,0
"2172","15417",26,1993,0
"2173","15424",1,2003,1
"2174","15431",9,1995,0
"2175","15432",1,1991,1
"2176","15437",6,1998,0
"2177","15438",2,1996,11
"2178","15442",4,1996,4
"2179","15445",1,1978,0
"2180","15456",4,2005,0
"2181","15473",1,1982,1
"2182","15478",7,1999,0
"2183","15482",1,1982,0
"2184","15501",160,1994,0
"2185","15522",62,1990,0
"2186","15530",4,1988,0
"2187","15531",2,2002,0
"2188","15537",39,1992,0
"2189","15545",2,1995,2
"2190","15546",1,1993,0
"2191","15554",5,2000,1.8
"2192","15561",2,1978,0
"2193","15563",2,1991,2
"2194","15607",1,2001,0
"2195","15613",5,1984,0
"2196","15618",1,1975,0
"2197","15626",6,1989,0
"2198","15627",3,1984,0
"2199","15628",1,2000,1
"2200","15631",1,1978,0
"2201","15632",8,2001,0
"2202","15636",2,1990,1
"2203","15637",1,2007,0
"2204","15639",2,1977,2
"2205","15642",247,1998,0
"2206","15644",60,1987,0
"2207","15650",110,1992,0
"2208","15658",15,1995,0
"2209","15661",1,1997,1
"2210","15666",43,1987,0
"2211","15668",44,1992,0
"2212","15670",4,2001,0
"2213","15672",4,1994,0
"2214","15673",5,1997,3.4
"2215","15683",24,1990,0
"2216","15684",2,1988,1
"2217","15690",11,1993,0
"2218","15697",5,1997,0
"2219","15714",6,1994,0
"2220","15717",19,1994,0
"2221","15722",7,1995,0
"2222","15728",6,1995,0
"2223","15732",1,1962,0
"2224","15736",1,2003,0
"2225","15747",1,1985,0
"2226","15748",5,1996,0
"2227","15757",1,1983,1
"2228","15767",70,1995,0
"2229","15774",2,1986,0
"2230","15824",1,1985,0
"2231","15825",65,1995,0
"2232","15834",12,1993,40.7
"2233","15841",2,1976,0
"2234","15845",2,1982,1
"2235","15846",1,2002,1
"2236","15851",22,1998,0
"2237","15904",97,1992,0
"2238","15906",4,1981,0
"2239","15909",3,1990,0
"2240","15920",1,2007,1
"2241","15923",11,1996,45
"2242","15928",1,1983,10
"2243","15931",37,1995,0
"2244","15935",2,2000,2
"2245","15940",3,2007,3
"2246","15946",4,1994,0
"2247","15951",1,1993,0
"2248","15954",1,1975,1
"2249","15955",1,1981,0
"2250","15963",43,1994,0
"2251","16002",3,1985,0
"2252","16010",6,2004,1009
"2253","16023",10,1995,0
"2254","16025",29,1997,0
"2255","16029",42,2000,42
"2256","16033",7,2004,865
"2257","16037",7,1983,3.3
"2258","16045",5,1987,10.2
"2259","16046",40,1997,0
"2260","16049",2,2009,25
"2261","16053",4,2002,0
"2262","16055",6,1989,0
"2263","16056",8,2000,0
"2264","16057",8,1992,0
"2265","16063",2,1978,0
"2266","16066",238,1999,0
"2267","16101",55,1993,0
"2268","16102",4,1992,0
"2269","16112",2,1997,0
"2270","16115",2,1996,1
"2271","16117",68,1990,0
"2272","16127",120,1997,0
"2273","16137",12,1989,0
"2274","16142",16,1997,0
"2275","16145",3,1987,0
"2276","16150",2,1998,0
"2277","16154",10,1987,4.6
"2278","16159",1,1968,1
"2279","16214",185,1998,0
"2280","16218",2,1986,2
"2281","16224",1,2000,1
"2282","16226",9,1995,1.9
"2283","16229",3,1991,1.7
"2284","16232",5,1996,0
"2285","16236",1,2004,1
"2286","16242",2,1994,1
"2287","16246",1,1994,45
"2288","16254",7,1991,0
"2289","16301",20,1988,0
"2290","16314",6,1999,11.7
"2291","16316",11,1996,0
"2292","16319",6,1999,0
"2293","16341",1,1977,164
"2294","16345",1,2000,1
"2295","16346",51,1995,0
"2296","16351",1,1987,37
"2297","16353",8,2000,8
"2298","16371",15,1994,0
"2299","16403",3,2006,0
"2300","16406",8,1998,0
"2301","16407",30,1991,0
"2302","16412",14,1996,0
"2303","16415",5,1997,0
"2304","16417",5,2003,0
"2305","16421",5,1983,0
"2306","16422",1,2002,1
"2307","16424",3,1999,21
"2308","16426",1,1995,0
"2309","16428",3,1998,1.7
"2310","16433",7,2007,0
"2311","16434",2,1990,0
"2312","16438",4,1984,0
"2313","16441",13,2001,0
"2314","16442",2,1994,0
"2315","16443",1,1981,1
"2316","16501",31,1991,0
"2317","16502",102,1997,0
"2318","16503",5,1987,0
"2319","16504",88,1993,0
"2320","16505",95,1992,0
"2321","16506",79,1994,0
"2322","16507",132,1994,0
"2323","16508",337,1996,0
"2324","16509",83,1992,0
"2325","16510",30,2001,0
"2326","16511",2,1997,0
"2327","16550",26,1997,278
"2328","16565",3,1994,0
"2329","16611",1,1983,91
"2330","16617",2,1999,102
"2331","16621",2,1992,2
"2332","16625",5,2001,2.6
"2333","16627",3,1998,8.3
"2334","16630",3,1986,0
"2335","16648",17,1989,0
"2336","16651",7,1997,0
"2337","16656",1,2000,0
"2338","16659",6,1994,3
"2339","16667",1,1986,1
"2340","16673",43,1992,0
"2341","16684",2,1979,1
"2342","16695",1,1977,0
"2343","16735",93,1992,0
"2344","16743",6,1995,0
"2345","16749",3,1991,0
"2346","16802",7,1998,0
"2347","16822",1,1994,0
"2348","16823",21,1992,0
"2349","16826",1,1979,0
"2350","16827",3,1995,0
"2351","16828",23,1992,15.9
"2352","16833",5,2007,0
"2353","16838",2,2002,2
"2354","16851",1,1973,0
"2355","16853",2,1998,1
"2356","16854",2,1989,0
"2357","16866",127,2003,0
"2358","16870",28,1997,0
"2359","16875",1,1990,8
"2360","16912",9,1995,0
"2361","16915",38,1994,0
"2362","16917",1,1989,1
"2363","16920",4,2010,14.5
"2364","16922",1,1999,0
"2365","16929",2,1997,19
"2366","16933",38,1994,0
"2367","16947",23,1993,0
"2368","16950",1,2006,19
"2369","17004",4,2005,0
"2370","17007",1,1976,139
"2371","17009",6,1993,0
"2372","17010",2,1992,0
"2373","17015",189,1992,0
"2374","17018",1,1977,0
"2375","17019",20,1991,0
"2376","17020",14,1988,0
"2377","17022",78,1991,0
"2378","17023",6,2004,19.7
"2379","17025",9,1995,0
"2380","17026",12,1990,4.3
"2381","17030",1,2011,0
"2382","17032",3,2000,0
"2383","17038",7,1997,5.3
"2384","17047",1,2005,96
"2385","17048",3,1991,0
"2386","17050",150,1994,0
"2387","17051",1,1999,1
"2388","17053",13,1985,139
"2389","17057",21,1995,0
"2390","17058",2,1996,1593
"2391","17059",8,1988,0
"2392","17061",59,2005,0
"2393","17062",1,1977,0
"2394","17064",118,1995,59
"2395","17065",2,1984,0
"2396","17066",4,1989,0
"2397","17067",15,1993,0
"2398","17068",1,1983,0
"2399","17070",8,1976,0
"2400","17074",16,1989,0
"2401","17078",27,1994,0
"2402","17082",1,1988,0
"2403","17083",1,1992,0
"2404","17084",3,1990,0
"2405","17086",1,1982,1
"2406","17088",4,1994,2.5
"2407","17090",3,1991,0
"2408","17098",1,2004,0
"2409","17099",5,1990,0
"2410","17101",121,1997,0
"2411","17102",13,1996,0
"2412","17105",2,1984,1
"2413","17111",92,1990,0
"2414","17113",3,1993,96
"2415","17214",1,2000,0
"2416","17220",2,1986,1
"2417","17222",1,1981,0
"2418","17225",14,1992,0
"2419","17233",60,1993,0
"2420","17236",4,1996,0
"2421","17241",27,2003,9.9
"2422","17243",1,1991,17
"2423","17254",4,2002,2.5
"2424","17257",15,2000,0
"2425","17268",648,1996,0
"2426","17303",1,1980,0
"2427","17304",2,1981,522
"2428","17306",2,1984,0
"2429","17307",4,1990,0
"2430","17309",1,2001,2
"2431","17311",1,1978,0
"2432","17313",23,1996,0
"2433","17314",5,2000,0
"2434","17315",13,1993,242.1
"2435","17316",13,1995,0
"2436","17319",4,1998,0
"2437","17320",4,1983,522
"2438","17324",2,1985,1
"2439","17339",4,1993,34.8
"2440","17340",14,1996,0
"2441","17342",1,1998,1
"2442","17345",13,1996,210.3
"2443","17347",1,1983,0
"2444","17349",16,1996,442.8
"2445","17350",3,2000,0
"2446","17356",22,1990,0
"2447","17360",2,1981,0
"2448","17361",18,1999,0
"2449","17362",11,2001,0
"2450","17363",2,1998,1
"2451","17364",1,1982,1
"2452","17365",1,1998,1
"2453","17368",8,2001,8
"2454","17401",120,2000,0
"2455","17404",44,1993,0
"2456","17405",14,1997,299.6
"2457","17406",19,1992,0
"2458","17407",1,1979,1
"2459","17501",4,1990,0
"2460","17509",12,1989,0
"2461","17512",5,1991,0
"2462","17517",5,1983,0
"2463","17519",2,1992,2
"2464","17520",5,2000,200.6
"2465","17522",259,1994,0
"2466","17527",6,2003,0
"2467","17534",2,1994,2
"2468","17538",1,1978,0
"2469","17540",15,1986,0
"2470","17545",38,1996,0
"2471","17547",16,1997,194
"2472","17552",56,1997,0
"2473","17554",4,1995,0
"2474","17557",14,1992,0
"2475","17565",7,1982,63.4
"2476","17566",15,1997,0
"2477","17569",3,1988,0
"2478","17572",2,1996,62.5
"2479","17578",21,1995,23.5
"2480","17579",4,2000,0
"2481","17604",15,2001,0
"2482","17702",7,2001,0
"2483","17721",5,1988,10
"2484","17724",4,1982,0
"2485","17737",4,1987,0
"2486","17740",18,1990,0
"2487","17751",9,1985,0
"2488","17752",2,2006,0
"2489","17754",61,1997,0
"2490","17756",19,1990,0
"2491","17764",6,1980,4.3
"2492","17772",2,1992,2
"2493","17777",3,1986,0
"2494","17820",3,1988,1062.3
"2495","17821",15,1991,0
"2496","17823",1,2001,0
"2497","17824",3,1987,0
"2498","17830",3,1996,64.3
"2499","17832",3,1992,3
"2500","17834",6,1993,1327.7
"2501","17842",73,1997,89.6
"2502","17844",7,1990,0
"2503","17846",3,2004,1593
"2504","17847",14,1995,0
"2505","17851",12,1989,0
"2506","17853",3,1989,0
"2507","17856",1,1975,0
"2508","17857",7,1998,1.9
"2509","17866",16,1996,0
"2510","17870",36,1990,0
"2511","17872",16,1990,0
"2512","17876",2,1999,96
"2513","17889",2,1976,0
"2514","17921",6,1986,0
"2515","17931",13,1998,0
"2516","17938",2,2013,5
"2517","17948",13,1993,0
"2518","17959",5,1997,3.4
"2519","17960",1,2000,1
"2520","17961",30,1995,0
"2521","17965",2,1984,0
"2522","17970",2,1978,0
"2523","17972",10,1987,0
"2524","17976",7,2008,0
"2525","17980",4,1998,0
"2526","17983",4,1994,41.2
"2527","18013",30,1994,0
"2528","18014",8,1997,106.5
"2529","18031",6,1996,0
"2530","18032",3,1982,281.7
"2531","18034",18,1991,0
"2532","18036",13,1992,0
"2533","18040",17,2000,0
"2534","18049",25,1991,0
"2535","18051",10,2000,0
"2536","18052",20,1990,0
"2537","18055",23,1997,0
"2538","18059",2,1992,3
"2539","18062",14,1995,0
"2540","18066",5,1995,1.8
"2541","18067",20,1989,0
"2542","18069",6,1989,634.3
"2543","18072",7,1995,0
"2544","18073",36,1993,0
"2545","18074",1,1988,0
"2546","18076",2,2007,0
"2547","18077",1,1995,0
"2548","18078",14,1993,0
"2549","18081",1,1971,1
"2550","18083",1,1990,0
"2551","18087",10,1990,0
"2552","18088",5,1991,1.4
"2553","18101",72,1999,772.9
"2554","18105",33,1991,33
"2555","18109",23,1996,53.5
"2556","18195",4,1981,0
"2557","18202",110,1992,0
"2558","18210",3,1982,0
"2559","18218",2,1981,47
"2560","18219",5,1983,0
"2561","18222",4,1996,0
"2562","18229",11,1994,0
"2563","18232",4,1976,0
"2564","18237",1,1990,0
"2565","18240",3,1989,0
"2566","18249",7,1990,0
"2567","18251",3,2008,3
"2568","18252",27,1989,0
"2569","18254",1,1993,1
"2570","18255",2,1984,2
"2571","18302",9,1998,0
"2572","18321",4,1990,1
"2573","18322",20,1995,0
"2574","18328",22,1993,8
"2575","18330",1,1996,1
"2576","18331",2,1992,2
"2577","18333",1,1989,0
"2578","18336",11,1996,34.5
"2579","18342",3,1996,0
"2580","18343",5,1996,2.2
"2581","18344",10,1992,0
"2582","18346",2,1998,1
"2583","18347",5,1993,0
"2584","18352",1,1995,0
"2585","18354",1,1987,1
"2586","18355",3,2001,0
"2587","18356",10,1997,5
"2588","18360",63,1994,0
"2589","18370",1,1985,1
"2590","18372",3,1990,0
"2591","18403",13,1986,0
"2592","18407",44,1992,0
"2593","18410",2,1992,0
"2594","18414",1,1977,6
"2595","18419",1,2000,0
"2596","18421",15,2003,0
"2597","18426",1,1985,1
"2598","18427",2,2008,8.5
"2599","18428",29,1997,0
"2600","18431",98,1991,0
"2601","18433",27,1998,27
"2602","18434",3,1997,0
"2603","18436",2,1998,0
"2604","18437",5,1993,17
"2605","18438",5,1987,0
"2606","18441",1,1973,0
"2607","18443",1,1987,0
"2608","18444",9,1996,0
"2609","18445",1,1986,0
"2610","18446",1,1987,1593
"2611","18452",7,1987,0
"2612","18458",1,1978,0
"2613","18460",1,1983,0
"2614","18464",2,1990,2
"2615","18466",3,1989,1.7
"2616","18471",1,1977,0
"2617","18472",15,1992,0
"2618","18503",115,1990,0
"2619","18504",15,1991,0
"2620","18505",26,1994,0
"2621","18508",219,1993,0
"2622","18509",26,1991,0
"2623","18512",47,1991,0
"2624","18517",7,1985,0
"2625","18518",17,1991,0
"2626","18610",3,1991,0
"2627","18612",28,1992,0
"2628","18614",3,1986,0
"2629","18622",1,1993,16
"2630","18623",1,2003,7
"2631","18625",2,1985,0
"2632","18626",4,1978,43
"2633","18627",2,1983,0
"2634","18630",6,1981,7
"2635","18631",1,1982,0
"2636","18634",20,1990,0
"2637","18635",2,1997,0
"2638","18640",34,1991,0
"2639","18641",8,1997,0
"2640","18642",3,2005,3
"2641","18643",10,1995,0
"2642","18644",11,1988,0
"2643","18651",4,1982,0
"2644","18655",1,1985,1
"2645","18656",2,1999,0
"2646","18657",50,1995,0
"2647","18664",2,1989,1
"2648","18701",14,1986,0
"2649","18706",11,1994,0
"2650","18707",35,1990,0
"2651","18709",9,1990,0
"2652","18764",49,1990,121.1
"2653","18801",18,1987,0
"2654","18810",12,1994,0
"2655","18817",3,1983,0
"2656","18818",1,1967,0
"2657","18821",2,2006,2
"2658","18822",1,1978,0
"2659","18826",1,1987,0
"2660","18834",6,2001,0
"2661","18847",16,1986,0
"2662","18848",43,1996,0
"2663","18853",6,1996,0
"2664","18854",3,1993,0
"2665","18911",2,2002,1
"2666","18912",13,1996,19.8
"2667","18914",56,1995,0
"2668","18917",8,1989,0
"2669","18923",16,1995,3.5
"2670","18924",2,1984,1
"2671","18925",12,1989,0
"2672","18929",9,1993,0
"2673","18931",2,1984,0
"2674","18934",2,1982,0
"2675","18936",20,1994,7.5
"2676","18938",23,1990,0
"2677","18942",9,1992,353.7
"2678","18944",11,1998,0
"2679","18947",3,1985,0
"2680","18962",3,2000,3
"2681","18969",11,1993,0
"2682","18972",2,1982,0
"2683","18976",74,1997,0
"2684","18977",6,1986,0
"2685","19002",102,1992,0
"2686","19007",80,1988,0
"2687","19012",3,1999,0
"2688","19014",28,1993,0
"2689","19015",14,1987,0
"2690","19018",10,1992,0
"2691","19021",2,1978,0
"2692","19022",15,2001,0
"2693","19025",16,1985,0
"2694","19030",50,1988,0
"2695","19031",119,1993,0
"2696","19032",1,1989,0
"2697","19033",11,1992,0
"2698","19035",3,1980,0
"2699","19036",8,1993,0
"2700","19040",42,1991,0
"2701","19041",28,1993,0
"2702","19043",10,1982,0
"2703","19048",4,1989,165
"2704","19050",14,1983,0
"2705","19053",106,1990,0
"2706","19054",4,1973,0
"2707","19055",18,1988,0
"2708","19056",20,1991,0
"2709","19057",37,1986,0
"2710","19060",11,1999,0
"2711","19061",15,1987,0
"2712","19064",187,1995,0
"2713","19066",7,1985,0
"2714","19068",1,2006,1
"2715","19070",2,1980,1
"2716","19072",52,1989,0
"2717","19074",2,1982,0
"2718","19075",1,1983,0
"2719","19076",3,1990,0
"2720","19079",16,1986,14.1
"2721","19081",28,1990,0
"2722","19082",31,1986,0
"2723","19085",8,1991,0
"2724","19086",6,1986,0
"2725","19094",1,1968,0
"2726","19095",25,1987,0
"2727","19101",2,1988,38
"2728","19103",116,1988,0
"2729","19109",2,1969,0
"2730","19110",6,1999,0
"2731","19112",40,2000,697.4
"2732","19116",108,1989,0
"2733","19117",18,1993,453
"2734","19119",51,1993,0
"2735","19120",90,1994,0
"2736","19121",7,1985,0
"2737","19122",49,1992,118.5
"2738","19126",7,1983,0
"2739","19127",2,1961,0
"2740","19129",19,1996,8.4
"2741","19131",88,1991,0
"2742","19133",25,1990,0
"2743","19135",22,1984,0
"2744","19136",56,1994,0
"2745","19137",4,1978,0
"2746","19138",7,1986,0
"2747","19139",7,1981,0
"2748","19142",3,1979,0
"2749","19143",201,1991,0
"2750","19147",45,1994,0
"2751","19149",40,1989,0
"2752","19150",14,1994,0
"2753","19151",23,1981,0
"2754","19152",388,1993,0
"2755","19153",25,1981,53
"2756","19154",15,1991,0
"2757","19182",3,1991,165
"2758","19192",2,1977,1
"2759","19195",2,2006,2
"2760","19270",1,2007,1
"2761","19311",8,1994,94.4
"2762","19317",187,1991,0
"2763","19320",184,1997,0
"2764","19331",2,1986,0
"2765","19333",289,2006,0
"2766","19335",80,1992,0
"2767","19343",11,1997,0
"2768","19344",7,1997,0
"2769","19346",4,1990,2
"2770","19347",1,1990,1
"2771","19350",1,1982,1
"2772","19353",1,1968,1
"2773","19363",11,1997,26.3
"2774","19365",19,1991,0
"2775","19372",27,1994,0
"2776","19405",2,1976,64
"2777","19425",29,2002,0
"2778","19426",73,1994,0
"2779","19428",46,1996,0
"2780","19436",2,1992,2
"2781","19437",1,1984,0
"2782","19438",46,1994,0
"2783","19440",13,1996,0
"2784","19442",5,1997,161.4
"2785","19444",23,1996,0
"2786","19446",192,1992,0
"2787","19454",49,1990,0
"2788","19456",24,1994,223.1
"2789","19462",151,1989,0
"2790","19473",19,1991,0
"2791","19474",8,1990,0
"2792","19475",1,1984,0
"2793","19477",34,1992,0
"2794","19482",9,1984,0
"2795","19490",1,1987,0
"2796","19492",1,2000,0
"2797","19504",5,1990,39.2
"2798","19505",3,1996,1.7
"2799","19506",3,2004,1
"2800","19508",9,1999,0
"2801","19510",11,1990,0
"2802","19512",28,1992,0
"2803","19518",34,1991,0
"2804","19522",16,1991,0
"2805","19525",39,2003,0
"2806","19526",10,1994,0
"2807","19530",11,1992,0
"2808","19533",4,1991,0
"2809","19539",2,1976,0
"2810","19540",2,1989,0
"2811","19543",3,1996,0
"2812","19547",3,1996,41
"2813","19551",5,2005,5
"2814","19559",1,2011,83
"2815","19560",5,1990,0
"2816","19562",7,1983,0
"2817","19565",30,1997,0
"2818","19602",10,1985,0
"2819","19604",33,1997,0
"2820","19606",35,1992,0
"2821","19608",29,1996,0
"2822","19609",20,1986,0
"2823","19612",28,1990,28
"2824","19635",1,1981,1
"2825","19703",12,1986,0
"2826","19706",1,1979,0
"2827","19707",70,1995,0
"2828","19709",168,1999,0
"2829","19720",38,1994,0
"2830","19730",1,1983,1
"2831","19734",1,1979,0
"2832","19741",6,2006,37
"2833","19802",39,1995,0
"2834","19804",20,1994,3.1
"2835","19807",56,1998,0
"2836","19809",24,1995,0
"2837","19810",166,1992,0
"2838","19899",3,1989,15
"2839","19902",2,2002,1
"2840","19919",1,1997,0
"2841","19930",6,1997,3
"2842","19931",1,1982,41
"2843","19933",1,1992,0
"2844","19934",8,1997,1.9
"2845","19938",2,1979,2
"2846","19939",1,1964,0
"2847","19940",8,1987,12.1
"2848","19943",1,1993,1
"2849","19946",1,1979,0
"2850","19947",83,1999,0
"2851","19951",1,2008,0
"2852","19952",2,2010,250
"2853","19956",46,1998,36.8
"2854","19966",82,2000,0
"2855","19967",25,2004,0
"2856","19968",13,1992,0
"2857","19970",49,2001,44.7
"2858","19971",60,1997,0
"2859","19975",9,1996,2.3
"2860","19977",166,2000,0
"2861","20002",101,1998,0
"2862","20004",6,2004,1.7
"2863","20005",29,2000,0
"2864","20006",71,1993,0
"2865","20008",95,1988,0
"2866","20011",30,1992,0
"2867","20012",11,1987,0
"2868","20015",30,1981,0
"2869","20018",5,1989,0
"2870","20019",5,1982,0
"2871","20020",22,1993,0
"2872","20024",3,1997,0
"2873","20052",2,2001,0
"2874","20070",2,1976,1
"2875","20072",4,1996,2
"2876","20105",11,1994,0
"2877","20111",1,2003,0
"2878","20112",3,1994,0
"2879","20117",15,1986,0
"2880","20118",4,1990,4
"2881","20120",20,1994,0
"2882","20124",1,1996,1
"2883","20136",5,2002,48.2
"2884","20143",1,1962,0
"2885","20148",21,2003,36
"2886","20152",71,2001,211.3
"2887","20155",135,1999,0
"2888","20165",72,1992,0
"2889","20166",105,1993,0
"2890","20169",29,1998,0
"2891","20170",250,1997,0
"2892","20175",24,1994,0
"2893","20177",6,1990,24
"2894","20181",1,2002,1
"2895","20191",69,1992,0
"2896","20194",4,1998,85.2
"2897","20204",2,2001,7
"2898","20363",78,1992,72
"2899","20602",271,1990,0
"2900","20604",1,1977,0
"2901","20613",15,1997,5.8
"2902","20615",16,1988,16
"2903","20616",2,1987,1
"2904","20619",211,1992,0
"2905","20622",130,1994,0
"2906","20634",2,1991,2
"2907","20636",191,1991,0
"2908","20637",2,1998,2
"2909","20639",9,1986,1.9
"2910","20653",45,1997,0
"2911","20688",10,1996,0
"2912","20705",11,1995,0
"2913","20706",159,1989,0
"2914","20710",9,1978,0
"2915","20711",1,1997,0
"2916","20712",1,1964,1
"2917","20714",1,1988,0
"2918","20715",92,1995,0
"2919","20717",2,2004,22
"2920","20720",2,1996,1
"2921","20721",7,2000,1.4
"2922","20722",62,1994,0
"2923","20723",6,1984,184
"2924","20724",8,2001,0
"2925","20732",1,1996,44
"2926","20737",49,1987,0
"2927","20740",107,1993,0
"2928","20742",2,2008,17
"2929","20743",5,1984,343.4
"2930","20746",27,1990,0
"2931","20747",53,1996,26.3
"2932","20748",34,1986,0
"2933","20751",3,1990,1
"2934","20754",173,2005,0
"2935","20762",1,2009,1
"2936","20764",2,1966,0
"2937","20769",52,1994,0
"2938","20772",29,1992,0
"2939","20778",2,1986,0
"2940","20781",11,1982,11
"2941","20783",18,1989,0
"2942","20784",68,1990,44.8
"2943","20794",1,1997,1
"2944","20810",1,1984,1
"2945","20812",1,1960,0
"2946","20816",25,1997,0
"2947","20818",3,1996,0
"2948","20837",4,1994,0
"2949","20841",8,1995,0
"2950","20846",4,1998,2
"2951","20854",140,2001,0
"2952","20855",15,1992,0
