"","zipcode","num of physicians","avg graduation year","avg group member"
"5949","42327",12,1997,0
"5950","42330",13,1997,0
"5951","42345",54,1998,0
"5952","42347",75,1997,25.7
"5953","42348",10,2002,3.2
"5954","42351",5,2006,3.4
"5955","42352",1,1982,0
"5956","42378",4,2004,2.5
"5957","42408",2,1986,2
"5958","42409",4,1992,54.2
"5959","42411",2,1986,2
"5960","42413",2,1995,1
"5961","42431",224,1996,0
"5962","42437",62,1993,0
"5963","42442",1,2002,1
"5964","42450",8,1999,8
"5965","42455",1,2001,106
"5966","42459",3,1998,36.7
"5967","42518",1,1988,0
"5968","42533",1,1990,2
"5969","42539",26,1996,0
"5970","42543",2,1997,54
"5971","42544",4,2004,2.5
"5972","42602",21,1993,7.4
"5973","42629",2,1990,4
"5974","42633",40,1997,0
"5975","42635",3,2007,1.7
"5976","42642",39,1996,0
"5977","42653",32,1994,0
"5978","42712",2,2014,24
"5979","42716",1,1973,1
"5980","42717",48,1998,35.2
"5981","42719",1,2009,0
"5982","42721",2,2005,24
"5983","42728",96,1991,0
"5984","42743",13,1996,5.5
"5985","42748",5,1995,6.8
"5986","42749",14,1995,31.7
"5987","42754",48,1997,0
"5988","42756",4,2002,22
"5989","42765",17,2002,0
"5990","43004",2,2002,2
"5991","43011",2,1992,0
"5992","43013",8,2008,4
"5993","43014",2,2006,2
"5994","43015",152,1997,0
"5995","43016",216,1997,0
"5996","43021",2,2006,1
"5997","43023",37,1998,0
"5998","43025",2,2004,69.5
"5999","43026",390,2004,0
"6000","43035",13,2002,0
"6001","43040",141,1996,0
"6002","43044",1,1998,1
"6003","43046",6,1996,0
"6004","43054",76,1999,0
"6005","43056",18,1995,0
"6006","43064",6,1997,0
"6007","43068",121,1995,0
"6008","43071",2,2006,2
"6009","43072",1,1987,5
"6010","43074",17,2001,0
"6011","43076",6,1997,52
"6012","43078",42,1992,0
"6013","43080",3,1981,0
"6014","43081",255,1998,0
"6015","43082",228,2000,0
"6016","43085",108,1994,0
"6017","43102",2,2002,56
"6018","43103",1,1994,1
"6019","43105",5,1985,3.4
"6020","43107",2,1992,0
"6021","43110",27,1996,29.5
"6022","43112",1,2004,1
"6023","43113",112,1996,0
"6024","43116",1,1977,1
"6025","43119",7,2006,353.9
"6026","43125",3,2004,44
"6027","43133",10,2006,44
"6028","43138",65,1990,0
"6029","43143",4,1982,0
"6030","43146",3,1988,25
"6031","43147",57,1997,0
"6032","43162",6,1994,0
"6033","43202",34,1996,0
"6034","43203",11,1998,0
"6035","43204",20,1995,0
"6036","43206",10,1992,0
"6037","43207",30,1999,21.5
"6038","43209",34,1990,0
"6039","43211",6,1994,0
"6040","43212",136,1996,0
"6041","43216",2,2001,823
"6042","43219",66,1997,0
"6043","43220",264,1995,0
"6044","43223",12,1997,0
"6045","43224",2,1980,0
"6046","43227",18,1994,0
"6047","43229",23,1988,0
"6048","43231",34,1995,0
"6049","43232",14,2005,10.8
"6050","43235",119,1993,0
"6051","43240",67,1996,14.5
"6052","43310",2,1983,1
"6053","43311",91,1994,0
"6054","43315",1,1965,0
"6055","43316",1,1989,1
"6056","43324",1,2008,0
"6057","43326",19,1990,0
"6058","43334",4,1992,2
"6059","43338",47,1994,0
"6060","43340",1,1989,1
"6061","43342",3,1997,1.7
"6062","43344",2,1989,0
"6063","43348",3,1983,3
"6064","43357",24,1996,0
"6065","43403",1,1990,0
"6066","43410",13,1997,0
"6067","43416",3,1998,1.7
"6068","43420",82,1995,0
"6069","43430",8,1991,2.5
"6070","43431",2,1981,1
"6071","43449",30,1991,0
"6072","43450",4,1997,0
"6073","43452",34,1993,0
"6074","43460",8,1991,83.6
"6075","43469",3,1990,0
"6076","43502",33,1996,0
"6077","43515",15,1996,0
"6078","43516",37,1996,39.8
"6079","43517",1,2013,0
"6080","43518",1,1999,0
"6081","43521",1,1993,31
"6082","43526",55,1992,32.8
"6083","43527",14,1993,11
"6084","43528",32,1992,0
"6085","43530",14,1995,304
"6086","43543",10,1998,0
"6087","43545",36,1996,0
"6088","43557",1,1976,1
"6089","43558",6,2003,151.3
"6090","43560",160,1992,0
"6091","43566",21,1995,5.2
"6092","43567",81,1997,0
"6093","43570",1,1973,0
"6094","43571",1,1988,1
"6095","43604",28,1994,0
"6096","43605",20,1995,0
"6097","43607",18,1998,26.8
"6098","43609",3,1988,0
"6099","43610",10,1996,10
"6100","43611",10,1996,91.2
"6101","43612",4,2004,0
"6102","43613",29,2000,0
"6103","43614",269,1994,0
"6104","43617",65,1995,0
"6105","43619",6,1972,0
"6106","43650",6,2000,15
"6107","43708",1,2014,504
"6108","43713",24,1988,0
"6109","43718",7,1988,7
"6110","43724",7,1996,1.3
"6111","43725",95,1995,0
"6112","43731",1,2014,152
"6113","43734",4,1980,2.5
"6114","43739",1,2001,0
"6115","43756",8,1995,0
"6116","43758",12,1991,22
"6117","43762",8,1988,0
"6118","43764",14,1995,26.4
"6119","43773",2,2000,6
"6120","43783",3,1992,0
"6121","43793",16,1999,6.4
"6122","43804",7,1997,4.7
"6123","43807",1,2007,1
"6124","43812",95,1996,0
"6125","43821",2,1994,0
"6126","43832",15,1997,0
"6127","43844",1,1992,1
"6128","43845",4,1998,2
"6129","43908",1,2002,79
"6130","43912",8,1986,0
"6131","43938",2,1994,1
"6132","43947",4,1988,10
"6133","43964",5,1997,0
"6134","43968",2,1980,2
"6135","43973",1,1992,6
"6136","43977",1,1995,1
"6137","44003",8,1986,0
"6138","44012",12,1989,0
"6139","44014",2,1987,0
"6140","44017",15,1991,0
"6141","44021",1,1976,1
"6142","44023",24,1989,0
"6143","44024",144,1996,0
"6144","44026",16,1987,0
"6145","44039",33,1990,0
"6146","44041",23,2001,4.9
"6147","44044",1,2005,55
"6148","44047",10,1992,0
"6149","44048",3,2000,3
"6150","44050",1,2007,1
"6151","44052",24,1990,0
"6152","44054",7,1997,7
"6153","44055",15,1999,5
"6154","44056",6,1993,0
"6155","44062",19,1996,174.5
"6156","44065",11,2001,0
"6157","44067",53,1996,0
"6158","44068",1,1983,1
"6159","44072",2,1986,0
"6160","44074",22,1989,0
"6161","44076",4,1997,0
"6162","44084",2,1986,2
"6163","44087",54,1994,0
"6164","44089",32,1996,0
"6165","44090",3,1986,0
"6166","44092",7,1984,0
"6167","44094",296,1992,0
"6168","44095",13,1994,87.2
"6169","44102",29,1995,0
"6170","44103",26,1998,0
"6171","44104",17,1987,0
"6172","44105",5,1985,0
"6173","44108",2,2000,2
"6174","44110",1,1982,0
"6175","44111",79,1984,0
"6176","44114",27,1995,0
"6177","44116",78,1991,0
"6178","44117",12,2002,5.3
"6179","44120",19,1986,0
"6180","44121",143,1989,0
"6181","44123",2,1978,0
"6182","44125",297,1993,0
"6183","44126",102,1995,0
"6184","44127",8,1965,0
"6185","44131",434,1999,0
"6186","44133",44,1997,0
"6187","44134",12,1994,0
"6188","44135",17,1996,10.5
"6189","44136",101,1996,0
"6190","44137",52,1996,0
"6191","44138",15,1996,0
"6192","44139",51,1990,0
"6193","44140",4,1995,0
"6194","44141",50,1993,0
"6195","44142",48,1986,247.5
"6196","44146",114,1991,0
"6197","44147",76,1991,0
"6198","44149",5,2004,2.2
"6199","44202",53,1996,0
"6200","44212",33,1995,0
"6201","44224",100,1992,0
"6202","44230",1,1982,1
"6203","44231",15,1994,0
"6204","44233",4,2006,4
"6205","44236",89,1995,0
"6206","44240",155,1995,0
"6207","44254",20,2001,17.5
"6208","44255",4,1985,23.2
"6209","44260",2,1998,0
"6210","44262",3,1980,0
"6211","44270",1,1999,15
"6212","44272",1,1999,1
"6213","44273",16,2002,33
"6214","44274",7,1996,644
"6215","44276",1,2000,1
"6216","44280",1,1990,0
"6217","44286",8,1981,0
"6218","44288",1,1972,1
"6219","44301",1,1972,1
"6220","44303",17,1997,13.7
"6221","44305",7,1982,0
"6222","44306",3,1982,1
"6223","44307",166,2000,0
"6224","44310",184,1998,0
"6225","44311",24,1992,0
"6226","44312",81,1996,0
"6227","44313",43,1993,0
"6228","44314",2,1984,1
"6229","44319",35,1992,0
"6230","44320",82,1995,0
"6231","44321",9,1992,0
"6232","44325",10,1995,5
"6233","44403",2,1984,0
"6234","44405",9,1998,0
"6235","44413",19,1990,0
"6236","44420",11,1988,0
"6237","44423",1,1983,1
"6238","44425",36,1994,0
"6239","44428",6,1996,506.3
"6240","44429",2,1998,1
"6241","44432",23,1999,5.6
"6242","44436",1,1987,1
"6243","44440",3,2008,0
"6244","44442",4,1982,0
"6245","44444",6,1987,0
"6246","44446",38,1991,0
"6247","44452",1,2012,26
"6248","44471",14,1995,12.8
"6249","44473",1,1980,1
"6250","44481",18,1994,9.4
"6251","44482",4,1992,0
"6252","44485",10,1984,3.2
"6253","44501",7,1992,0
"6254","44502",36,1991,10.2
"6255","44503",2,1978,1
"6256","44505",84,1994,0
"6257","44507",4,1981,0
"6258","44509",9,1994,0
"6259","44511",25,1987,0
"6260","44609",5,1993,0
"6261","44610",12,1998,0
"6262","44612",12,1998,8.2
"6263","44614",41,2000,34.4
"6264","44615",17,1996,0
"6265","44618",7,2001,5.3
"6266","44619",5,2000,10
"6267","44621",35,1988,0
"6268","44622",176,1995,0
"6269","44629",1,1997,13
"6270","44633",1,1999,1
"6271","44636",2,1994,2
"6272","44641",18,1995,0
"6273","44643",3,1999,13.3
"6274","44644",2,1992,2
"6275","44647",5,2005,3.4
"6276","44648",5,1985,0
"6277","44654",83,1997,0
"6278","44659",2,1986,0
"6279","44660",1,1989,13
"6280","44667",20,1996,0
"6281","44672",3,1994,1
"6282","44676",1,2001,1
"6283","44681",7,2001,0
"6284","44685",93,1994,0
"6285","44687",4,1994,5
"6286","44688",1,1996,1
"6287","44690",6,2000,5
"6288","44702",24,1989,0
"6289","44705",9,1991,18.3
"6290","44706",6,2000,0
"6291","44707",3,1991,1
"6292","44709",15,1994,3.3
"6293","44711",2,1990,1
"6294","44714",11,1994,3.4
"6295","44720",148,1993,0
"6296","44805",153,1993,0
"6297","44807",2,1991,1
"6298","44811",48,1992,0
"6299","44813",2,1994,1
"6300","44814",2,1996,0
"6301","44820",67,1998,0
"6302","44822",1,1976,58
"6303","44824",7,1992,0
"6304","44827",7,1991,0
"6305","44830",39,1996,0
"6306","44833",334,1995,0
"6307","44836",5,1993,0
"6308","44837",3,1981,0
"6309","44839",11,1992,0
"6310","44842",11,1997,22.1
"6311","44846",10,2002,15.7
"6312","44851",4,1990,0
"6313","44854",2,1995,1
"6314","44855",1,2005,40
"6315","44857",114,1995,0
"6316","44865",3,1983,3
"6317","44875",30,1987,0
"6318","44882",1,1980,1
"6319","44889",11,2004,36.6
"6320","44890",21,1993,0
"6321","44902",5,1991,0
"6322","44904",5,1991,0
"6323","44905",4,1983,0
"6324","44906",369,1996,0
"6325","44907",108,1995,0
"6326","44931",4,2010,138
"6327","45002",1,1999,0
"6328","45003",1,1997,1
"6329","45011",84,1996,0
"6330","45015",7,1986,3.6
"6331","45036",43,1993,0
"6332","45039",27,1994,0
"6333","45040",240,1998,0
"6334","45050",17,2001,0
"6335","45056",62,1988,0
"6336","45061",1,1984,0
"6337","45065",1,1980,0
"6338","45067",1,1981,258
"6339","45068",9,2001,0
"6340","45102",13,1989,0
"6341","45103",68,1995,0
"6342","45106",9,2001,0
"6343","45107",3,1996,1
"6344","45111",1,1989,40
"6345","45113",2,1996,2
"6346","45121",10,1983,0
"6347","45122",1,1971,504
"6348","45123",6,1993,0
"6349","45135",1,1995,0
"6350","45137",4,1980,504
"6351","45140",30,2002,0
"6352","45142",16,1994,17
"6353","45144",1,1978,1
"6354","45150",142,1992,0
"6355","45152",3,1995,0
"6356","45154",10,2002,19.6
"6357","45157",5,1998,31
"6358","45159",2,1997,1
"6359","45167",1,1995,1
"6360","45171",1,1995,504
"6361","45174",2,1998,1
"6362","45176",4,1992,0
"6363","45202",53,1983,0
"6364","45204",4,1988,3
"6365","45207",15,1983,141.5
"6366","45211",137,1999,0
"6367","45212",112,1990,0
"6368","45213",64,1991,0
"6369","45216",28,1995,0
"6370","45217",1,2002,1
"6371","45223",2,1994,0
"6372","45224",7,1984,0
"6373","45225",20,1992,14.2
"6374","45226",16,1997,0
"6375","45227",97,1994,0
"6376","45237",2,2010,4
"6377","45241",88,1998,0
"6378","45243",35,2001,0
"6379","45244",17,1992,37.4
"6380","45245",100,1995,0
"6381","45246",69,1995,0
"6382","45247",105,1997,0
"6383","45248",83,1994,0
"6384","45249",109,1997,0
"6385","45251",16,1993,0
"6386","45252",10,1992,504
"6387","45256",1,1987,1
"6388","45267",4,1991,273.5
"6389","45302",7,2005,14.6
"6390","45303",1,1990,0
"6391","45304",5,1995,12.2
"6392","45305",8,1994,0
"6393","45306",1,2008,1
"6394","45309",8,1993,0
"6395","45311",2,1992,1
"6396","45314",4,2002,2.5
"6397","45315",12,1999,147.5
"6398","45318",2,1998,0
"6399","45322",25,1988,0
"6400","45323",3,2000,1
"6401","45324",33,1991,0
"6402","45327",4,1981,0
"6403","45331",76,1995,0
"6404","45335",4,2000,258
"6405","45341",2,1983,0
"6406","45342",90,1991,0
"6407","45344",15,1986,0
"6408","45345",3,1986,25.7
"6409","45347",2,1968,0
"6410","45349",2,1988,1
"6411","45354",1,2009,75
"6412","45369",1,1998,0
"6413","45371",37,1996,0
"6414","45377",33,1996,0
"6415","45380",9,1997,0
"6416","45381",1,1986,1
"6417","45383",2,1979,0
"6418","45387",18,1991,0
"6419","45404",18,1995,4.3
"6420","45405",268,1997,0
"6421","45406",85,1993,0
"6422","45407",14,1986,50
"6423","45408",14,1997,3
"6424","45410",5,1982,0
"6425","45416",6,2002,0
"6426","45417",63,1991,0
"6427","45419",14,1988,0
"6428","45420",56,1995,0
"6429","45422",3,1991,3
"6430","45423",1,1978,0
"6431","45424",67,1993,0
"6432","45426",5,1997,155.6
"6433","45428",4,2004,291
"6434","45430",19,2000,41.6
"6435","45431",88,1996,0
"6436","45433",6,1993,3
"6437","45434",174,2000,0
"6438","45439",80,1996,0
"6439","45449",26,1996,0
"6440","45502",39,1993,8.7
"6441","45504",99,1990,0
"6442","45506",1,1999,1
"6443","45601",2380,2001,0
"6444","45605",1,1993,0
"6445","45614",3,1989,0
"6446","45619",12,1992,0
"6447","45640",38,2001,0
"6448","45645",3,2003,6
"6449","45648",2,1995,39
"6450","45651",6,2001,0
"6451","45660",8,1998,2.2
"6452","45661",5,1999,0
"6453","45663",1,1976,1
"6454","45669",86,1995,0
"6455","45679",11,1992,0
"6456","45680",76,2000,0
"6457","45690",29,1996,0
"6458","45692",3,2002,71
"6459","45693",19,1996,0
"6460","45697",3,1989,0
"6461","45712",3,2003,3
"6462","45715",4,1995,51.2
"6463","45732",1,2014,19
"6464","45742",8,2005,5
"6465","45744",1,1992,0
"6466","45760",1,2014,47
"6467","45763",7,1998,28
"6468","45764",14,2001,0
"6469","45769",7,2006,21.9
"6470","45771",7,2001,0
"6471","45780",3,2002,19
"6472","45784",5,2011,24
"6473","45804",189,1997,0
"6474","45806",15,1993,7.3
"6475","45807",9,1978,11.8
"6476","45810",18,1995,0
"6477","45814",2,1986,2
"6478","45817",26,1994,22
"6479","45828",41,1994,0
"6480","45830",6,2002,0
"6481","45831",1,2007,1
"6482","45833",7,1983,0
"6483","45840",661,1999,0
"6484","45841",1,1978,0
"6485","45845",5,1995,3
"6486","45846",2,1999,1
"6487","45848",5,1993,0
"6488","45853",2,1989,2
"6489","45860",2,1996,2
"6490","45862",1,2001,1
"6491","45865",7,2000,0
"6492","45869",7,1990,0
"6493","45872",2,1994,15
"6494","45873",2,1990,3
"6495","45875",17,1996,0
"6496","45876",2,1990,0
"6497","45877",5,1992,0
"6498","45880",1,1999,1
"6499","45882",2,1987,12
"6500","45883",7,1998,5.3
"6501","45887",1,2003,3
"6502","45891",81,1997,0
"6503","45894",1,1994,0
"6504","45895",27,1996,13.7
"6505","45896",1,2006,1
"6506","45901",2,1972,93
"6507","45952",6,1995,58
"6508","46001",2,1999,689
"6509","46012",41,2003,0
"6510","46013",22,1999,0
"6511","46030",1,1990,1
"6512","46033",21,1999,64.6
"6513","46034",7,1994,21
"6514","46036",27,1997,0
"6515","46037",98,2001,0
"6516","46040",3,2006,459.7
"6517","46041",41,1996,0
"6518","46044",1,1982,0
"6519","46051",6,2000,230.7
"6520","46055",32,2000,0
"6521","46058",30,1995,731
"6522","46062",85,1995,71.2
"6523","46064",11,2005,399.5
"6524","46065",10,2002,94
"6525","46068",1,2002,1
"6526","46069",3,1990,41
"6527","46072",17,1995,0
"6528","46074",30,2004,0
"6529","46077",55,1993,0
"6530","46078",1,2010,1
"6531","46092",2,2002,1
"6532","46105",3,2005,21
"6533","46107",49,1997,0
"6534","46112",100,1993,0
"6535","46113",50,1995,672.6
"6536","46124",4,1994,0
"6537","46128",3,1995,1
"6538","46135",76,1992,0
"6539","46140",275,1997,0
"6540","46142",97,1997,0
"6541","46147",2,2007,57
"6542","46151",123,1994,0
"6543","46156",1,1985,0
"6544","46163",8,1999,18.5
"6545","46167",1,2005,1
"6546","46168",111,1996,0
"6547","46173",52,1991,0
"6548","46176",133,1997,0
"6549","46184",8,1991,0
"6550","46201",2,2006,5
"6551","46203",3,1994,1.7
"6552","46204",15,1996,0
"6553","46205",17,1997,43.2
"6554","46214",61,1995,193.4
"6555","46216",27,1999,491.1
"6556","46217",16,1985,0
"6557","46218",7,1987,64.1
"6558","46221",13,1999,8.1
"6559","46222",47,1997,237.4
"6560","46223",2,2010,31
"6561","46224",24,1995,121.1
"6562","46226",19,1987,0
"6563","46229",41,1995,401.5
"6564","46231",6,2003,37
"6565","46234",4,2001,4
"6566","46235",4,2005,222
"6567","46239",3,1974,0
"6568","46240",121,1999,0
"6569","46254",112,1994,0
"6570","46259",52,1996,731
"6571","46268",117,2000,0
"6572","46282",6,2004,109
"6573","46290",78,1992,0
"6574","46303",22,1994,568.6
"6575","46310",41,1995,0
"6576","46311",386,1997,0
"6577","46314",1,1997,1
"6578","46319",33,1996,0
"6579","46322",65,1991,0
"6580","46323",6,1994,0
"6581","46324",19,1993,0
"6582","46327",16,1995,731
"6583","46350",369,1996,0
"6584","46356",91,1997,551.4
"6585","46366",1,2015,75
"6586","46368",99,1993,0
"6587","46375",83,1994,0
"6588","46385",47,1994,0
"6589","46391",1,1995,75
"6590","46392",4,2004,0
"6591","46394",20,1989,0
"6592","46403",2,1998,2
"6593","46406",3,1994,3
"6594","46407",2,1984,1
"6595","46408",11,1988,17.1
"6596","46409",12,1996,241.9
"6597","46501",10,1995,23
"6598","46504",3,2001,85
"6599","46507",1,1975,0
"6600","46511",5,1986,68.2
"6601","46516",35,1996,0
"6602","46517",21,1992,0
"6603","46528",61,1996,41.3
"6604","46530",231,1997,0
"6605","46540",6,2004,128
"6606","46542",2,1981,79
"6607","46543",2,2011,2
"6608","46544",40,1991,0
"6609","46550",8,1990,21.5
"6610","46552",4,1991,56.5
"6611","46555",3,2009,36.3
"6612","46561",6,1990,0
"6613","46565",8,2000,35.5
"6614","46567",12,2003,0
"6615","46571",3,1988,0
"6616","46573",3,1967,1.7
"6617","46575",1,2008,1
"6618","46582",19,1998,0
"6619","46595",6,2006,0
"6620","46613",9,2000,270.3
"6621","46614",49,1995,249.1
"6622","46615",34,1999,0
"6623","46616",1,1983,1
"6624","46628",24,1999,154.3
"6625","46637",15,1990,0
"6626","46651",1,1973,1
"6627","46701",2,1975,0
"6628","46703",62,1997,0
"6629","46706",54,1999,0
"6630","46711",12,1994,0
"6631","46714",52,1989,0
"6632","46721",2,1989,11
"6633","46725",20,1998,0
"6634","46733",48,1999,0
"6635","46737",2,1980,164
"6636","46738",4,1993,1
"6637","46740",1,2003,24
"6638","46741",2,2002,1
"6639","46743",8,1988,19
"6640","46755",194,1996,0
"6641","46761",23,1994,49.2
"6642","46763",1,1976,1
"6643","46765",2,2004,82.5
"6644","46767",3,1996,3
"6645","46770",4,1986,0
"6646","46774",10,1999,65.3
"6647","46776",2,1996,2
"6648","46777",3,2002,0
"6649","46787",1,1975,1
"6650","46792",6,1998,15.3
"6651","46793",4,2005,2
"6652","46803",7,1991,2.7
"6653","46805",166,1994,0
"6654","46806",6,1988,1.3
"6655","46807",10,1988,0
"6656","46808",6,2004,17
"6657","46809",7,1993,0
"6658","46814",55,2004,92.1
"6659","46815",35,1997,0
"6660","46816",7,1982,0
"6661","46818",61,1993,39.9
"6662","46819",1,1982,1
"6663","46835",4,1998,42.2
"6664","46845",266,1995,0
"6665","46891",9,1997,38
"6666","46901",58,1993,0
"6667","46902",286,1995,0
"6668","46910",10,2006,14.6
"6669","46917",2,2007,56
"6670","46923",4,1994,0
"6671","46928",4,1997,2
"6672","46929",9,1997,0
"6673","46933",4,1997,0
"6674","46938",1,1974,0
"6675","46953",26,1992,0
"6676","46960",2,1987,15
"6677","46962",4,2001,0
"6678","46975",57,1994,0
"6679","46979",2,2002,246
"6680","46986",3,1989,0
"6681","46989",2,1991,56
"6682","46992",60,1991,81
"6683","46996",24,1994,9.7
"6684","47001",48,1992,0
"6685","47012",15,1993,19.1
"6686","47018",3,1998,383
"6687","47040",3,2005,3
"6688","47041",3,1989,0
"6689","47042",2,1994,1
"6690","47102",5,2003,6.6
"6691","47111",19,1994,0
"6692","47117",1,1982,0
"6693","47118",2,2005,9
"6694","47119",65,2005,0
"6695","47122",2,2002,2
"6696","47137",1,1997,138
"6697","47140",4,2000,9
"6698","47161",2,1983,2
"6699","47167",23,1993,0
"6700","47170",64,1991,0
"6701","47172",48,1996,0
"6702","47201",318,1993,0
"6703","47220",5,2001,0
"6704","47265",51,1999,99.4
"6705","47272",2,1994,2
"6706","47274",190,1998,0
"6707","47302",10,1989,9.8
"6708","47305",20,1994,0
"6709","47327",10,2000,0
"6710","47331",125,1995,0
"6711","47336",5,2004,27.6
"6712","47346",6,1994,0
"6713","47348",3,1987,0
"6714","47353",4,2002,0
"6715","47355",2,1977,180
"6716","47356",1,1996,545
"6717","47359",2,1989,2
"6718","47361",1,2007,0
"6719","47362",152,1996,0
"6720","47380",4,1996,180
"6721","47384",1,1973,0
"6722","47390",1,1997,0
"6723","47394",24,1993,0
"6724","47396",2,2000,0
"6725","47401",94,1996,0
"6726","47404",57,1995,0
"6727","47405",50,2001,42
"6728","47408",4,1966,0
"6729","47424",15,1999,9.8
"6730","47429",3,1987,1
"6731","47432",11,2006,109
"6732","47433",4,2003,93
"6733","47441",49,2000,0
"6734","47446",5,2004,219
"6735","47448",8,1988,0
"6736","47449",4,1993,14
"6737","47452",5,2001,1.8
"6738","47454",27,2000,0
"6739","47460",6,1998,0
"6740","47471",1,2010,1
"6741","47501",120,1996,0
"6742","47512",2,1990,0
"6743","47515",2,2012,138
"6744","47520",2,2006,2
"6745","47523",4,2008,138
"6746","47529",2,2011,1
"6747","47532",7,1999,0
"6748","47541",1,2011,1
"6749","47542",22,1991,0
"6750","47550",1,2000,0
"6751","47551",2,2010,1
"6752","47553",8,1997,0
"6753","47557",3,1995,3
"6754","47558",9,2005,32.1
"6755","47562",3,1987,8.3
"6756","47567",10,2000,0
"6757","47579",6,2001,138
"6758","47581",2,1997,138
"6759","47586",73,1996,0
"6760","47588",1,2005,1
"6761","47601",19,1989,0
"6762","47613",1,1998,159
"6763","47619",1,2012,159
"6764","47620",8,1996,0
"6765","47633",1,1980,0
"6766","47634",7,2007,5.3
"6767","47635",60,2001,0
"6768","47639",5,2009,13
"6769","47648",19,2002,12.7
"6770","47660",5,2004,3
"6771","47670",40,1992,0
"6772","47708",10,1995,2.6
"6773","47711",51,1995,0
"6774","47712",94,1998,0
"6775","47715",221,1997,0
"6776","47720",1,1994,1
"6777","47725",6,1995,26.5
"6778","47750",12,1998,0
"6779","47771",1,1973,1
"6780","47802",435,1995,0
"6781","47803",24,1998,0
"6782","47807",316,1994,0
"6783","47809",8,2006,16.1
"6784","47834",31,1993,0
"6785","47838",8,2006,12
"6786","47840",1,1997,178
"6787","47841",3,2004,107
"6788","47842",46,2000,0
"6789","47862",1,1968,0
"6790","47871",4,2010,107
"6791","47872",17,1986,0
"6792","47876",8,2005,8
"6793","47879",1,1995,3
"6794","47882",46,2002,0
"6795","47901",8,1998,0
"6796","47906",221,1997,0
"6797","47909",41,1993,0
"6798","47918",3,2002,0
"6799","47922",16,1995,685.5
"6800","47928",1,1976,15
"6801","47932",5,1992,0
"6802","47944",1,1995,0
"6803","47946",3,2000,10.3
"6804","47949",15,1995,731
"6805","47952",3,2000,0
"6806","47960",84,1994,0
"6807","47978",68,1996,0
"6808","47987",3,1992,10
"6809","47993",27,1994,410.2
"6810","48001",8,1990,0
"6811","48003",6,1989,95.7
"6812","48005",7,1994,1
"6813","48009",160,1988,0
"6814","48015",18,1992,0
"6815","48021",95,1987,0
"6816","48023",10,1995,18.8
"6817","48026",48,1991,0
"6818","48030",16,2000,0
"6819","48033",94,1990,0
"6820","48037",2,1988,1
"6821","48039",6,1988,0
"6822","48040",32,1992,0
"6823","48041",1,1987,1
"6824","48042",15,1995,0
"6825","48043",203,1995,0
"6826","48045",3,1998,206.3
"6827","48047",96,1995,23.4
"6828","48048",6,1983,0
"6829","48050",4,1997,4
"6830","48051",11,1994,11.4
"6831","48054",59,1994,67.9
"6832","48062",12,1998,0
"6833","48064",2,2001,2
"6834","48065",69,1995,0
"6835","48067",173,1995,0
"6836","48069",4,1995,0
"6837","48070",19,1984,0
"6838","48074",8,1994,1.6
"6839","48079",23,1994,6.7
"6840","48082",11,1988,0
"6841","48085",303,1994,0
"6842","48089",39,1991,0
"6843","48091",22,1990,0
"6844","48092",102,1989,0
"6845","48094",62,2005,15.3
"6846","48095",33,1997,0
"6847","48099",2,1957,0
"6848","48101",98,1989,0
"6849","48103",151,1993,0
"6850","48104",166,1994,0
"6851","48106",13,2006,0
"6852","48108",115,1998,0
"6853","48111",38,1997,0
"6854","48114",388,1996,0
"6855","48117",3,1991,0
"6856","48119",8,1998,248
"6857","48120",20,1992,0
"6858","48122",1,1980,0
"6859","48123",4,2008,195
"6860","48125",15,1988,0
"6861","48127",97,1993,0
"6862","48128",19,1994,0
"6863","48130",22,1994,50.4
"6864","48131",22,1993,0
"6865","48133",1,1971,1
"6866","48134",25,1994,0
"6867","48138",2,1999,0
"6868","48139",10,1995,120.4
"6869","48140",1,1994,1
"6870","48141",8,1987,7.1
"6871","48143",6,1995,3
"6872","48144",70,1996,0
"6873","48146",51,1989,0
"6874","48150",88,1992,0
"6875","48158",6,2001,0
"6876","48160",9,1991,0
"6877","48161",198,1996,0
"6878","48162",259,1991,0
"6879","48164",3,1980,1
"6880","48165",5,2005,1
"6881","48168",30,1996,39
"6882","48169",50,1994,0
"6883","48170",171,1993,0
"6884","48173",1,2006,91
"6885","48174",29,1991,0
"6886","48182",21,1994,0
"6887","48184",52,1990,21.5
"6888","48186",37,1983,0
"6889","48188",68,1994,0
"6890","48189",3,1985,0
"6891","48190",1,2014,2100
"6892","48195",205,1993,0
"6893","48198",41,1989,0
"6894","48203",24,1991,0
"6895","48204",3,1998,3
"6896","48206",3,1995,1.7
"6897","48207",60,1991,0
"6898","48208",26,1992,14.4
"6899","48209",25,1987,10.8
"6900","48210",10,1988,4.8
"6901","48211",2,1980,2
"6902","48213",31,1994,61.5
"6903","48216",8,2004,9.8
"6904","48218",1,1994,1
"6905","48219",51,1995,0
"6906","48220",46,1999,0
"6907","48221",51,1994,0
"6908","48224",11,1992,82.5
"6909","48226",13,1996,0
"6910","48227",10,1985,0
"6911","48228",11,1986,1.9
"6912","48229",1,1970,1
"6913","48230",161,2001,0
"6914","48234",8,1989,1
"6915","48238",2,2000,1
"6916","48239",43,1985,0
"6917","48240",13,1992,4.7
"6918","48262",2,1976,1
"6919","48301",45,1994,0
"6920","48302",224,1994,0
"6921","48306",31,1991,0
"6922","48312",92,1991,0
