"","contract_id","tier_label","mnthly_prm","ann_ddctbl","copay_max","coin_max","Summary_Score","Star_Rating_Current","Zip_Code"
"37643","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6128
"37644","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6226
"37645","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6521
"37646","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6411
"37647","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6071
"37648","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6180
"37649","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6904
"37650","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6242
"37651","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6022
"37652","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6062
"37653","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6027
"37654","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6530
"37655","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6473
"37656","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6112
"37657","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6410
"37658","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6612
"37659","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6049
"37660","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6418
"37661","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6146
"37662","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6070
"37663","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6540
"37664","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6470
"37665","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6536
"37666","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6814
"37667","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6084
"37668","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6444
"37669","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6451
"37670","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6114
"37671","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6699
"37672","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6060
"37673","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6509
"37674","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6903
"37675","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6897
"37676","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6085
"37677","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6615
"37678","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6120
"37679","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6404
"37680","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6520
"37681","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6911
"37682","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6032
"37683","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6034
"37684","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6041
"37685","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6152
"37686","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6513
"37687","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6033
"37688","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6471
"37689","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6095
"37690","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6824
"37691","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6091
"37692","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6010
"37693","H0712",5,9.66666666666667,213.333333333333,90,33,"Overall Star Rating","3",6820
