"","ZIPCODE","total_income"
"23977",77441,849491
"23978",77442,26864
"23979",77444,18438
"23980",77445,281734
"23981",77447,381530
"23982",77449,2153905
"23983",77450,3332590
"23984",77455,52940
"23985",77459,3082076
"23986",77461,268418
"23987",77465,153015
"23988",77469,1180260
"23989",77471,718000
"23990",77474,388903
"23991",77477,763830
"23992",77478,1557350
"23993",77479,5187511
"23994",77480,205287
"23995",77482,55805
"23996",77484,317128
"23997",77485,76367
"23998",77486,191557
"23999",77488,280281
"24000",77489,743556
"24001",77493,824504
"24002",77494,4993431
"24003",77498,1366471
"24004",77502,566328
"24005",77503,408583
"24006",77504,460565
"24007",77505,744839
"24008",77506,424179
"24009",77510,410188
"24010",77511,1051274
"24011",77514,130177
"24012",77515,683668
"24013",77517,179324
"24014",77518,181737
"24015",77519,24108
"24016",77520,711010
"24017",77521,1332980
"24018",77523,742820
"24019",77530,548062
"24020",77531,330944
"24021",77532,780223
"24022",77534,89381
"24023",77535,677675
"24024",77536,1030079
"24025",77538,21133
"24026",77539,1054177
"24027",77541,299259
"24028",77545,471469
"24029",77546,2456043
"24030",77547,145106
"24031",77550,473737
"24032",77551,444182
"24033",77554,426786
"24034",77560,23735
"24035",77562,269203
"24036",77563,227112
"24037",77564,34859
"24038",77565,367558
"24039",77566,1119810
"24040",77568,310600
"24041",77571,1013526
"24042",77573,3115598
"24043",77575,338995
"24044",77577,30424
"24045",77578,647520
"24046",77581,1632775
"24047",77583,549917
"24048",77584,3033228
"24049",77585,18060
"24050",77586,1076102
"24051",77587,227774
"24052",77590,573653
"24053",77591,259124
"24054",77597,23265
"24055",77598,497589
"24056",77611,261998
"24057",77612,210435
"24058",77616,25979
"24059",77619,375598
"24060",77622,45442
"24061",77624,16019
"24062",77625,199202
"24063",77627,691897
"24064",77630,573551
"24065",77632,575811
"24066",77640,256459
"24067",77642,586498
"24068",77651,419767
"24069",77655,7735
"24070",77656,349601
"24071",77657,617742
"24072",77659,162696
"24073",77660,30291
"24074",77662,512048
"24075",77664,54210
"24076",77665,164321
"24077",77701,161739
"24078",77702,74147
"24079",77703,143941
"24080",77705,487730
"24081",77706,1272888
"24082",77707,462295
"24083",77708,218790
"24084",77713,416887
"24085",77801,149951
"24086",77802,701107
"24087",77803,349383
"24088",77807,256831
"24089",77808,381576
"24090",77830,77272
"24091",77831,56962
"24092",77833,681830
"24093",77835,81975
"24094",77836,281362
"24095",77837,21498
"24096",77840,418436
"24097",77845,1941744
"24098",77853,23405
"24099",77856,117889
"24100",77857,23867
"24101",77859,123520
"24102",77861,69873
"24103",77864,153607
"24104",77865,36894
"24105",77868,270943
"24106",77871,93333
"24107",77872,43823
"24108",77873,31699
"24109",77879,90637
"24110",77880,50072
"24111",77901,755934
"24112",77904,1013917
"24113",77905,465993
"24114",77954,443943
"24115",77957,199279
"24116",77962,99740
"24117",77963,148489
"24118",77964,238827
"24119",77968,108634
"24120",77971,21796
"24121",77974,19979
"24122",77975,58290
"24123",77979,403302
"24124",77983,39618
"24125",77984,178824
"24126",77990,15202
"24127",77994,41222
"24128",77995,276529
"24129",78002,108703
"24130",78003,230784
"24131",78004,24715
"24132",78005,16862
"24133",78006,1803836
"24134",78008,37666
"24135",78009,218835
"24136",78010,84748
"24137",78011,75716
"24138",78012,11940
"24139",78013,175153
"24140",78014,223389
"24141",78015,872241
"24142",78016,216656
"24143",78017,93575
"24144",78022,173074
"24145",78023,1191463
"24146",78024,60613
"24147",78025,108990
"24148",78026,181465
"24149",78027,16702
"24150",78028,1023712
"24151",78039,37773
"24152",78040,409676
"24153",78041,969929
"24154",78043,585972
"24155",78045,1484392
"24156",78046,684725
"24157",78052,147661
"24158",78055,44837
"24159",78056,73668
"24160",78057,22796
"24161",78058,29739
"24162",78059,95968
"24163",78061,194127
"24164",78063,238587
"24165",78064,424058
"24166",78065,176500
"24167",78066,26098
"24168",78067,13486
"24169",78069,81771
"24170",78070,663196
"24171",78071,115153
"24172",78072,91150
"24173",78073,124640
"24174",78076,193308
"24175",78101,242607
"24176",78102,351646
"24177",78108,969461
"24178",78109,837644
"24179",78112,133196
"24180",78113,137568
"24181",78114,517498
"24182",78116,44264
"24183",78117,35563
"24184",78118,234649
"24185",78119,186842
"24186",78121,425373
"24187",78122,6956
"24188",78123,87914
"24189",78124,151932
"24190",78130,1710339
"24191",78132,1125492
"24192",78133,513459
"24193",78140,71248
"24194",78141,28144
"24195",78148,505151
"24196",78151,61661
"24197",78152,74977
"24198",78154,1054519
"24199",78155,1004363
"24200",78159,28032
"24201",78160,101160
"24202",78161,18626
"24203",78163,444934
"24204",78164,284511
"24205",78201,599153
"24206",78202,113902
"24207",78203,58545
"24208",78204,215496
"24209",78205,136134
"24210",78207,447329
"24211",78208,44221
"24212",78209,2853190
"24213",78210,494033
"24214",78211,340014
"24215",78212,1087652
"24216",78213,806638
"24217",78214,263191
"24218",78215,93232
"24219",78216,1259469
"24220",78217,744429
"24221",78218,597956
"24222",78219,209406
"24223",78220,216321
"24224",78221,474190
"24225",78222,347468
"24226",78223,764515
"24227",78224,257708
"24228",78225,159959
"24229",78226,74065
"24230",78227,594111
"24231",78228,798117
"24232",78229,563662
"24233",78230,1688663
"24234",78231,570314
"24235",78232,1524401
"24236",78233,921775
"24237",78234,93658
"24238",78235,16979
"24239",78236,44312
"24240",78237,363994
"24241",78238,425987
"24242",78239,612262
"24243",78240,1220982
"24244",78242,342849
"24245",78244,547536
"24246",78245,1321353
"24247",78247,1313033
"24248",78248,906709
"24249",78249,1325189
"24250",78250,1210361
"24251",78251,1215686
"24252",78252,136238
"24253",78253,1222145
"24254",78254,1287673
"24255",78255,699944
"24256",78256,378557
"24257",78257,616664
"24258",78258,2306180
"24259",78259,966631
"24260",78260,1360405
"24261",78261,848190
"24262",78263,135719
"24263",78264,176949
"24264",78266,406383
"24265",78330,27939
"24266",78332,553718
"24267",78336,239519
"24268",78340,10275
"24269",78343,94820
"24270",78344,8212
"24271",78349,7542
"24272",78353,6292
"24273",78355,106102
"24274",78357,80302
"24275",78361,92883
"24276",78362,230631
"24277",78363,511202
"24278",78368,185087
"24279",78369,5718
"24280",78370,115593
"24281",78372,155712
"24282",78373,159708
"24283",78374,539840
"24284",78375,66340
"24285",78376,4366
"24286",78377,100535
"24287",78379,56044
"24288",78380,467206
"24289",78382,435264
"24290",78383,124407
"24291",78384,99737
"24292",78387,207785
"24293",78389,33650
"24294",78390,124886
"24295",78391,5740
"24296",78393,59429
"24297",78401,172686
"24298",78402,17629
"24299",78404,353184
"24300",78405,151596
"24301",78406,12072
"24302",78407,30799
"24303",78408,134047
"24304",78409,48236
"24305",78410,763324
"24306",78411,706981
"24307",78412,877976
"24308",78413,1115884
"24309",78414,1149584
"24310",78415,611665
"24311",78416,177795
"24312",78417,60113
"24313",78418,845187
"24314",78501,959079
"24315",78503,390826
"24316",78504,1343303
"24317",78516,325829
"24318",78520,820901
"24319",78521,1032199
"24320",78526,757079
"24321",78536,4068
"24322",78537,396640
"24323",78538,103077
"24324",78539,675162
"24325",78541,483081
"24326",78542,655516
"24327",78550,810548
"24328",78552,626833
"24329",78557,178953
"24330",78559,157393
"24331",78560,62669
"24332",78563,18063
"24333",78564,2333
"24334",78566,224577
"24335",78569,57358
"24336",78570,319866
"24337",78572,1156784
"24338",78573,559496
"24339",78574,620585
"24340",78575,135887
"24341",78576,109852
"24342",78577,823901
"24343",78578,179486
"24344",78580,140148
"24345",78582,454140
"24346",78583,89508
"24347",78584,206137
"24348",78586,590315
"24349",78588,5894
"24350",78589,484648
"24351",78591,5922
"24352",78593,60824
"24353",78595,53335
"24354",78596,577678
"24355",78597,100347
"24356",78598,5405
"24357",78602,630688
"24358",78605,119921
"24359",78606,170668
"24360",78608,11084
"24361",78609,41902
"24362",78610,914192
"24363",78611,334796
"24364",78612,266838
"24365",78613,2622599
"24366",78614,15926
"24367",78615,32522
"24368",78616,116657
"24369",78617,307112
"24370",78618,6810
"24371",78619,224274
"24372",78620,803235
"24373",78621,451074
"24374",78623,36769
"24375",78624,794320
"24376",78626,595508
"24377",78628,1225116
"24378",78629,356797
"24379",78631,59678
"24380",78632,21837
"24381",78633,1098250
"24382",78634,677205
"24383",78636,118493
"24384",78638,56144
"24385",78639,165128
"24386",78640,984896
"24387",78641,1554019
"24388",78642,363034
"24389",78643,154506
"24390",78644,334508
"24391",78645,420291
"24392",78648,172424
"24393",78650,33800
"24394",78652,148323
"24395",78653,380396
"24396",78654,467629
"24397",78655,63034
"24398",78656,39057
"24399",78657,370631
"24400",78659,66698
"24401",78660,2068514
"24402",78662,57349
"24403",78663,29142
"24404",78664,1401685
"24405",78665,1312624
"24406",78666,1023741
"24407",78669,565811
"24408",78671,17488
"24409",78672,16424
"24410",78676,517764
"24411",78681,1931793
"24412",78701,1266591
"24413",78702,472897
"24414",78703,2351570
"24415",78704,1891922
"24416",78705,299753
"24417",78717,1175947
"24418",78719,24482
"24419",78721,158797
"24420",78722,191644
"24421",78723,645780
"24422",78724,272900
"24423",78725,129556
"24424",78726,601179
"24425",78727,963135
"24426",78728,532521
"24427",78729,886110
"24428",78730,857107
"24429",78731,2164050
"24430",78732,1084050
"24431",78733,935701
"24432",78734,1231473
"24433",78735,1345252
"24434",78736,312560
"24435",78737,829396
"24436",78738,1454265
"24437",78739,995337
"24438",78741,648080
"24439",78742,10205
"24440",78744,650370
"24441",78745,1451472
"24442",78746,5072242
"24443",78747,433309
"24444",78748,1344538
"24445",78749,1351848
"24446",78750,1263560
"24447",78751,439645
"24448",78752,288284
"24449",78753,815518
"24450",78754,442003
"24451",78756,389380
"24452",78757,791924
"24453",78758,901560
"24454",78759,1981293
"24455",78801,364301
"24456",78827,21682
"24457",78828,5778
"24458",78829,18527
"24459",78830,10435
"24460",78832,59181
"24461",78833,20001
"24462",78834,180155
"24463",78838,15728
"24464",78839,120340
"24465",78840,769441
"24466",78843,1938
"24467",78850,31376
"24468",78852,677800
"24469",78861,274746
"24470",78870,17598
"24471",78873,38964
"24472",78877,13411
"24473",78879,5494
"24474",78880,30705
"24475",78881,42124
"24476",78883,8758
"24477",78884,28128
"24478",78886,11775
"24479",78931,6517
"24480",78932,23983
"24481",78933,58528
"24482",78934,187331
"24483",78935,29445
"24484",78938,8413
"24485",78940,62381
"24486",78941,83323
"24487",78942,250134
"24488",78943,4846
"24489",78944,21770
"24490",78945,307394
"24491",78946,25105
"24492",78947,115971
"24493",78948,21429
"24494",78949,15895
"24495",78950,96975
"24496",78953,27150
"24497",78954,45014
"24498",78956,146385
"24499",78957,203518
"24500",78959,36868
"24501",78962,125687
"24502",78963,21839
"24503",79001,5500
"24504",79005,67170
"24505",79007,320366
"24506",79009,32312
"24507",79010,9865
"24508",79011,19150
"24509",79012,54423
"24510",79013,42141
"24511",79014,190457
"24512",79015,510435
"24513",79018,8312
"24514",79019,44749
"24515",79022,259109
"24516",79024,10751
"24517",79027,111782
"24518",79029,346114
"24519",79031,20926
"24520",79034,18468
"24521",79035,97985
"24522",79036,119140
"24523",79039,19407
"24524",79040,51073
"24525",79041,47255
"24526",79042,23277
"24527",79043,24537
"24528",79044,14884
"24529",79045,312984
"24530",79046,17900
"24531",79052,25417
"24532",79057,21639
"24533",79059,27284
"24534",79061,10127
"24535",79062,8665
"24536",79063,21602
"24537",79064,43907
"24538",79065,459080
"24539",79068,84194
"24540",79070,365478
"24541",79072,411717
"24542",79079,66327
"24543",79080,11093
"24544",79081,104715
"24545",79082,5796
"24546",79083,58418
"24547",79084,55610
"24548",79086,48558
"24549",79087,14704
"24550",79088,89556
"24551",79092,29505
"24552",79095,52918
"24553",79096,115441
"24554",79097,32263
"24555",79098,10047
"24556",79101,81685
"24557",79102,179710
"24558",79103,159532
"24559",79104,80698
"24560",79106,572354
"24561",79107,353574
"24562",79108,231730
"24563",79109,1279683
"24564",79110,368327
"24565",79111,22915
"24566",79118,552571
"24567",79119,649881
"24568",79121,293659
"24569",79124,408019
"24570",79201,110074
"24571",79225,20585
"24572",79226,53530
"24573",79227,24044
"24574",79229,6411
"24575",79235,70479
"24576",79237,5451
"24577",79241,46034
"24578",79244,12801
"24579",79245,41070
"24580",79248,22700
"24581",79250,28395
"24582",79252,52901
"24583",79255,7725
"24584",79256,4199
"24585",79257,20350
"24586",79261,6130
"24587",79311,68785
"24588",79312,13786
"24589",79313,27257
"24590",79316,191826
"24591",79322,34130
"24592",79323,196128
"24593",79325,44415
"24594",79329,86982
"24595",79331,261235
"24596",79336,394611
"24597",79339,115035
"24598",79342,8841
"24599",79343,26509
"24600",79345,17309
"24601",79346,41853
"24602",79347,119164
"24603",79350,12149
"24604",79351,29592
"24605",79355,45847
"24606",79356,113551
"24607",79357,39570
"24608",79358,29962
"24609",79359,60188
"24610",79360,313527
"24611",79363,146117
"24612",79364,145590
"24613",79366,60118
"24614",79367,13784
"24615",79370,27239
"24616",79371,27845
"24617",79372,37861
"24618",79373,63059
"24619",79377,5471
"24620",79379,10924
"24621",79381,29078
"24622",79382,213594
"24623",79401,60368
"24624",79403,195810
"24625",79404,120899
"24626",79407,520884
"24627",79410,177024
"24628",79411,77186
"24629",79412,188622
"24630",79413,460182
"24631",79414,283904
"24632",79415,192321
"24633",79416,765864
"24634",79423,1123332
"24635",79424,1793016
"24636",79501,62319
"24637",79502,26394
"24638",79504,53564
"24639",79506,15888
"24640",79508,35140
"24641",79510,159661
"24642",79511,45817
"24643",79512,130072
"24644",79520,42559
"24645",79521,66452
"24646",79525,59620
"24647",79526,29287
"24648",79527,16100
"24649",79528,12322
"24650",79529,24419
"24651",79530,11972
"24652",79532,17659
"24653",79533,6316
"24654",79536,102906
"24655",79538,4110
"24656",79541,20535
"24657",79543,24552
"24658",79544,6696
"24659",79545,43103
"24660",79546,47507
"24661",79547,12071
"24662",79549,349644
"24663",79553,59540
"24664",79556,262361
"24665",79561,13369
"24666",79562,143125
"24667",79563,21904
"24668",79565,9524
"24669",79566,5233
"24670",79567,60612
"24671",79601,338928
"24672",79602,606596
"24673",79603,330400
"24674",79605,616060
"24675",79606,755250
"24676",79607,36405
"24677",79701,959399
"24678",79703,559106
"24679",79705,2100740
"24680",79706,725343
"24681",79707,2110654
"24682",79713,27914
"24683",79714,541920
"24684",79718,11203
"24685",79720,673699
"24686",79731,119415
"24687",79734,53721
"24688",79735,242358
"24689",79738,9564
"24690",79739,78590
"24691",79741,13596
"24692",79745,168273
"24693",79749,12222
"24694",79752,68754
"24695",79755,10868
"24696",79756,288943
"24697",79758,107696
"24698",79761,758750
"24699",79762,1320212
"24700",79763,716463
"24701",79764,528974
"24702",79765,724753
"24703",79766,145504
"24704",79772,227671
"24705",79782,159525
"24706",79783,12269
"24707",79821,65573
"24708",79830,120758
"24709",79835,151398
"24710",79836,92785
"24711",79839,18410
"24712",79843,75530
"24713",79849,127574
"24714",79852,13474
"24715",79901,140481
"24716",79902,446224
"24717",79903,229261
"24718",79904,424325
"24719",79905,225143
"24720",79906,78152
"24721",79907,618311
"24722",79908,36397
"24723",79911,127496
"24724",79912,2277706
"24725",79915,413774
"24726",79922,431296
"24727",79924,838197
"24728",79925,756594
"24729",79927,445303
"24730",79928,824288
"24731",79930,325527
"24732",79932,645004
"24733",79934,476107
"24734",79935,326491
"24735",79936,2009076
"24736",79938,1124961
"24737",99999,25003167
"24738",0,71493110
"24739",84001,28994
"24740",84003,1306759
"24741",84004,550420
"24742",84005,434512
"24743",84006,18183
"24744",84007,17188
"24745",84010,1423922
"24746",84013,22668
"24747",84014,547059
"24748",84015,1198519
"24749",84017,103729
"24750",84020,1776542
"24751",84021,72666
"24752",84022,14073
"24753",84023,7407
"24754",84025,675936
"24755",84026,27962
"24756",84028,13892
"24757",84029,230453
"24758",84032,494798
"24759",84035,22610
"24760",84036,177668
"24761",84037,1176743
"24762",84039,21555
"24763",84040,783508
"24764",84041,981666
"24765",84042,323245
"24766",84043,1353360
"24767",84044,450054
"24768",84045,478810
"24769",84046,13814
"24770",84047,683457
"24771",84049,181478
"24772",84050,339270
"24773",84051,6747
"24774",84052,27265
"24775",84053,24507
"24776",84054,570287
"24777",84055,47144
"24778",84056,58425
"24779",84057,675600
"24780",84058,617929
"24781",84060,701264
"24782",84061,7531
"24783",84062,1079886
"24784",84063,5781
"24785",84065,1118821
"24786",84066,342430
"24787",84067,765435
"24788",84069,11213
"24789",84070,617756
"24790",84071,30003
"24791",84072,9716
"24792",84074,973627
"24793",84075,635432
"24794",84076,6527
"24795",84078,761586
"24796",84081,913612
"24797",84082,18505
"24798",84083,20153
"24799",84084,676048
"24800",84085,5843
"24801",84086,7088
"24802",84087,374897
"24803",84088,792093
"24804",84092,1444647
"24805",84093,978355
"24806",84094,693215
"24807",84095,1930954
"24808",84096,1012407
"24809",84097,657649
"24810",84098,1377114
"24811",84101,190646
"24812",84102,382649
"24813",84103,1154480
"24814",84104,325062
"24815",84105,793611
"24816",84106,896499
"24817",84107,761347
"24818",84108,1113157
"24819",84109,993974
"24820",84111,226510
"24821",84112,5254
"24822",84115,400382
"24823",84116,497486
"24824",84117,1085306
"24825",84118,660577
"24826",84119,709631
"24827",84120,842640
"24828",84121,1743088
"24829",84123,794531
"24830",84124,875558
"24831",84128,537456
"24832",84302,502950
"24833",84306,8063
"24834",84307,28344
"24835",84309,11899
"24836",84310,163012
"24837",84311,13043
"24838",84312,68772
"24839",84314,22467
"24840",84315,214962
"24841",84317,87465
"24842",84318,114482
"24843",84319,140807
"24844",84320,44446
"24845",84321,711529
"24846",84324,20275
"24847",84325,50058
"24848",84328,41046
"24849",84331,4354
"24850",84332,186907
"24851",84333,52085
"24852",84335,257625
"24853",84337,225094
"24854",84338,7356
"24855",84339,122540
"24856",84340,85419
"24857",84341,424955
"24858",84401,655692
"24859",84403,898814
"24860",84404,1091546
"24861",84405,726653
"24862",84414,787878
"24863",84501,271390
"24864",84511,73321
"24865",84520,14162
"24866",84521,11304
"24867",84525,14266
"24868",84526,76317
"24869",84532,244894
"24870",84533,4115
"24871",84535,42590
"24872",84542,31803
"24873",84601,440194
"24874",84604,1145531
"24875",84606,314289
"24876",84624,106386
"24877",84627,71805
"24878",84629,44943
"24879",84631,54705
"24880",84635,13363
"24881",84642,51191
"24882",84645,45787
"24883",84647,60594
"24884",84648,110070
"24885",84651,482095
"24886",84653,231493
"24887",84654,55718
"24888",84655,193065
"24889",84660,757178
"24890",84663,633544
"24891",84664,299917
"24892",84667,5888
"24893",84701,148087
"24894",84713,72278
"24895",84714,6791
"24896",84720,316946
"24897",84721,342173
"24898",84722,9291
"24899",84724,16682
"24900",84737,274677
"24901",84738,178135
"24902",84739,6825
"24903",84741,104983
"24904",84744,4854
"24905",84745,63912
"24906",84747,14297
"24907",84751,28277
"24908",84754,68797
"24909",84757,28208
"24910",84765,167579
"24911",84770,737896
"24912",84773,6392
"24913",84774,27738
"24914",84775,8758
"24915",84779,9869
"24916",84780,479470
"24917",84782,15001
"24918",84783,25194
"24919",84790,993624
"24920",99999,2723664
"24921",0,17956048
"24922",5001,193945
"24923",5032,55038
"24924",5033,71628
"24925",5034,9300
"24926",5035,13727
"24927",5036,27242
"24928",5037,26706
"24929",5038,30846
"24930",5039,17329
"24931",5040,12731
"24932",5041,6543
"24933",5042,12478
"24934",5043,29111
"24935",5045,40545
"24936",5046,25719
"24937",5048,72770
"24938",5051,21274
"24939",5052,9703
"24940",5053,11946
"24941",5055,208171
"24942",5056,9126
"24943",5058,9258
"24944",5060,111366
"24945",5061,33722
"24946",5062,17512
"24947",5065,35604
"24948",5067,13400
"24949",5068,68233
"24950",5069,13146
"24951",5070,18452
"24952",5071,13833
"24953",5072,15818
"24954",5075,46207
"24955",5076,9018
"24956",5077,26294
"24957",5079,14245
"24958",5081,16325
"24959",5083,5114
"24960",5084,6496
"24961",5086,16027
"24962",5089,101873
"24963",5091,132277
"24964",5101,77500
"24965",5142,14079
"24966",5143,110102
"24967",5146,14826
"24968",5148,40892
"24969",5149,59867
"24970",5150,21587
"24971",5151,33098
"24972",5152,12536
"24973",5153,17089
"24974",5154,25727
"24975",5155,26172
"24976",5156,192061
"24977",5158,26491
"24978",5161,31703
"24979",5201,310440
"24980",5250,91978
"24981",5251,67471
"24982",5252,8095
"24983",5253,18041
"24984",5255,169137
"24985",5257,62591
"24986",5260,10103
"24987",5261,47837
"24988",5262,67889
"24989",5301,369167
"24990",5340,38110
"24991",5341,9500
"24992",5342,16492
"24993",5343,16763
"24994",5345,39974
"24995",5346,133178
"24996",5350,16251
"24997",5352,21815
"24998",5353,26334
"24999",5354,60548
"25000",5355,9229
"25001",5356,32125
"25002",5358,7106
"25003",5359,13775
"25004",5360,8293
"25005",5361,15992
"25006",5362,10334
"25007",5363,54277
"25008",5401,729339
"25009",5403,754323
"25010",5404,157330
"25011",5408,302071
"25012",5440,45330
"25013",5441,16167
"25014",5442,6602
"25015",5443,170749
"25016",5444,52931
"25017",5445,261912
"25018",5446,551518
"25019",5447,2996
"25020",5448,30401
"25021",5450,110713
"25022",5452,714747
"25023",5454,152317
"25024",5455,35245
"25025",5456,40104
"25026",5457,34107
"25027",5458,72159
"25028",5459,39998
"25029",5461,172477
"25030",5462,59716
"25031",5463,11534
"25032",5464,75712
"25033",5465,222622
"25034",5468,385137
"25035",5471,18312
"25036",5472,56024
"25037",5473,42407
"25038",5474,31871
"25039",5476,45895
"25040",5477,187272
"25041",5478,383927
"25042",5482,523854
"25043",5483,33826
"25044",5486,72840
"25045",5487,37115
"25046",5488,196824
"25047",5489,120394
"25048",5491,165131
"25049",5492,17602
"25050",5494,63858
"25051",5495,445967
"25052",5602,380026
"25053",5641,388987
"25054",5647,22065
"25055",5648,15631
"25056",5649,26432
"25057",5650,32550
"25058",5651,53835
"25059",5652,15443
"25060",5653,6702
"25061",5654,24898
"25062",5655,72233
"25063",5656,61194
"25064",5658,30859
"25065",5660,60696
"25066",5661,166167
"25067",5663,116623
"25068",5667,56410
"25069",5669,11727
"25070",5672,269284
"25071",5673,130177
"25072",5674,70285
"25073",5675,21991
"25074",5676,164088
"25075",5677,103654
"25076",5679,71530
"25077",5680,40844
"25078",5681,8965
"25079",5682,36033
"25080",5701,499292
"25081",5730,13808
"25082",5732,27829
"25083",5733,130790
"25084",5734,36469
"25085",5735,67274
"25086",5736,15217
"25087",5737,19944
"25088",5738,36669
"25089",5739,26694
"25090",5742,13020
"25091",5743,81829
"25092",5744,13835
"25093",5747,5240
"25094",5748,6572
"25095",5751,43206
"25096",5753,282202
"25097",5757,21494
"25098",5758,15637
"25099",5759,52858
"25100",5760,25174
"25101",5761,30189
"25102",5762,14660
"25103",5763,76653
"25104",5764,63355
"25105",5765,43417
"25106",5766,14058
"25107",5767,28910
"25108",5769,28965
"25109",5770,31555
"25110",5772,11922
"25111",5773,54330
"25112",5774,28500
"25113",5775,11858
"25114",5776,5319
"25115",5777,84418
"25116",5778,15101
"25117",5819,185504
"25118",5820,6169
"25119",5821,31481
"25120",5822,36550
"25121",5824,21069
"25122",5826,17034
"25123",5827,10313
"25124",5828,60924
"25125",5829,60094
"25126",5830,30215
"25127",5832,26591
"25128",5833,4947
"25129",5836,20987
"25130",5837,5761
"25131",5839,14504
"25132",5841,13224
"25133",5842,10241
"25134",5843,51126
"25135",5845,23804
"25136",5846,19640
"25137",5847,12346
"25138",5850,11190
"25139",5851,106236
"25140",5853,10330
"25141",5855,147103
"25142",5857,28824
"25143",5858,4507
"25144",5859,30872
"25145",5860,44505
"25146",5862,14932
"25147",5866,12047
"25148",5867,11781
"25149",5868,6637
"25150",5871,28490
"25151",5872,12404
"25152",5873,15268
"25153",5874,10982
"25154",5875,10878
"25155",5903,15338
"25156",5904,2800
"25157",5905,12840
"25158",5906,18634
"25159",99999,561285
"25160",0,270180026
"25161",20105,863161
"25162",20106,162182
"25163",20109,880529
"25164",20110,1291305
"25165",20111,956946
"25166",20112,1252752
"25167",20115,238431
"25168",20117,115897
"25169",20119,127487
"25170",20120,1838632
"25171",20121,948420
"25172",20124,1152590
"25173",20129,49538
"25174",20130,12585
"25175",20132,773315
"25176",20135,114139
"25177",20136,1179432
"25178",20137,96892
"25179",20141,320598
"25180",20143,63109
"25181",20144,63408
"25182",20147,2966759
"25183",20148,2313808
"25184",20151,947943
"25185",20152,1537714
"25186",20155,1497022
"25187",20158,230900
"25188",20164,1144138
"25189",20165,1775193
"25190",20166,409891
"25191",20169,1276149
"25192",20170,1698249
"25193",20171,2751818
"25194",20175,1557882
"25195",20176,2493845
"25196",20180,361032
"25197",20181,385598
"25198",20184,37972
"25199",20186,588987
"25200",20187,763920
"25201",20190,1013915
"25202",20191,1433535
"25203",20194,997865
"25204",20197,141458
"25205",20198,155648
"25206",22003,2153953
"25207",22015,1924958
"25208",22025,741449
"25209",22026,418133
"25210",22027,192287
"25211",22030,2368004
"25212",22031,1426407
"25213",22032,1401690
"25214",22033,1883070
"25215",22039,1606541
"25216",22041,848455
"25217",22042,1209187
"25218",22043,1180723
"25219",22044,534676
"25220",22046,1060702
"25221",22060,227037
"25222",22066,2507704
"25223",22079,1327915
"25224",22101,4346413
"25225",22102,3102452
"25226",22124,1662925
"25227",22134,86092
"25228",22150,916508
"25229",22151,662550
"25230",22152,1265477
"25231",22153,1444622
"25232",22172,259688
"25233",22180,1437037
"25234",22181,1076076
"25235",22182,2339888
"25236",22191,1823461
"25237",22192,2128929
"25238",22193,2263494
"25239",22201,2422426
"25240",22202,1331138
"25241",22203,1160430
"25242",22204,1765861
"25243",22205,1138374
"25244",22206,1044826
"25245",22207,2972735
"25246",22209,886349
"25247",22211,20622
"25248",22213,257975
"25249",22301,898140
"25250",22302,1136130
"25251",22303,598520
"25252",22304,2007362
"25253",22305,629678
"25254",22306,956955
"25255",22307,714875
"25256",22308,964445
"25257",22309,1228891
"25258",22310,1331097
"25259",22311,613889
"25260",22312,1024467
"25261",22314,2590122
"25262",22315,1345362
"25263",22401,718553
"25264",22405,1004395
"25265",22406,791828
"25266",22407,1677680
"25267",22408,868840
"25268",22427,77403
"25269",22432,19712
"25270",22435,45749
"25271",22436,16176
"25272",22437,13145
"25273",22438,10770
"25274",22443,201747
"25275",22448,53924
"25276",22454,35684
"25277",22460,28846
"25278",22469,35901
"25279",22473,115121
"25280",22476,6095
"25281",22480,60950
"25282",22482,95258
"25283",22485,700097
"25284",22488,30183
"25285",22503,93158
"25286",22504,5676
"25287",22508,415314
"25288",22511,33486
"25289",22514,50092
"25290",22520,124176
"25291",22534,68937
"25292",22535,18491
"25293",22538,6655
"25294",22539,69317
"25295",22542,44901
"25296",22546,388260
"25297",22551,582843
"25298",22553,542576
"25299",22554,1886916
"25300",22556,926355
"25301",22560,167239
"25302",22567,68511
"25303",22572,117546
"25304",22576,38824
"25305",22578,85870
"25306",22580,109201
"25307",22601,741608
"25308",22602,868495
"25309",22603,408891
"25310",22610,54972
"25311",22611,320312
"25312",22620,85668
"25313",22623,10562
"25314",22624,75382
"25315",22625,107005
"25316",22627,33079
"25317",22630,769358
"25318",22637,52089
"25319",22639,50354
"25320",22640,15087
"25321",22641,6770
"25322",22642,138755
"25323",22643,18615
"25324",22644,56389
"25325",22645,111779
"25326",22650,20005
"25327",22652,36047
"25328",22654,21166
"25329",22655,558535
"25330",22656,100741
"25331",22657,260197
"25332",22660,38944
"25333",22663,46051
"25334",22664,202985
"25335",22701,820150
"25336",22709,20363
"25337",22712,248056
"25338",22713,44429
"25339",22714,31636
"25340",22715,28636
"25341",22716,23960
"25342",22718,16111
"25343",22719,8197
"25344",22720,28111
"25345",22724,94985
"25346",22726,20236
"25347",22727,141741
"25348",22728,102212
"25349",22731,4591
"25350",22732,6933
"25351",22733,36723
"25352",22734,80221
"25353",22735,50633
"25354",22736,13851
"25355",22737,86512
"25356",22738,23718
"25357",22740,45923
"25358",22741,5571
