"","ZIPCODE","total_income"
"6814",46182,42414
"6815",46184,293964
"6816",46186,46000
"6817",46201,346181
"6818",46202,437543
"6819",46203,538022
"6820",46204,384233
"6821",46205,648359
"6822",46208,448054
"6823",46214,479975
"6824",46216,63550
"6825",46217,842033
"6826",46218,300322
"6827",46219,653228
"6828",46220,1611376
"6829",46221,450901
"6830",46222,377866
"6831",46224,550958
"6832",46225,82533
"6833",46226,716907
"6834",46227,1020418
"6835",46228,497306
"6836",46229,510193
"6837",46231,227559
"6838",46234,752668
"6839",46235,444257
"6840",46236,1152277
"6841",46237,1059257
"6842",46239,714220
"6843",46240,1039759
"6844",46241,418941
"6845",46250,758561
"6846",46254,763242
"6847",46256,1023030
"6848",46259,464825
"6849",46260,1218401
"6850",46268,630179
"6851",46278,511577
"6852",46280,246444
"6853",46290,28590
"6854",46303,378902
"6855",46304,854168
"6856",46307,2094899
"6857",46310,336131
"6858",46311,806333
"6859",46312,312126
"6860",46319,431192
"6861",46320,143100
"6862",46321,1002191
"6863",46322,695143
"6864",46323,383193
"6865",46324,379699
"6866",46327,147888
"6867",46340,32135
"6868",46341,296146
"6869",46342,764315
"6870",46347,134314
"6871",46348,31724
"6872",46349,81356
"6873",46350,1066079
"6874",46356,487480
"6875",46360,864584
"6876",46365,26195
"6877",46366,115517
"6878",46368,920387
"6879",46371,91227
"6880",46373,624223
"6881",46374,25247
"6882",46375,890630
"6883",46381,4557
"6884",46382,60543
"6885",46383,1196929
"6886",46385,1497211
"6887",46390,75172
"6888",46391,171714
"6889",46392,189465
"6890",46394,248602
"6891",46402,47600
"6892",46403,213696
"6893",46404,207100
"6894",46405,182509
"6895",46406,104933
"6896",46407,108378
"6897",46408,217471
"6898",46409,90035
"6899",46410,807601
"6900",46501,70307
"6901",46504,75345
"6902",46506,256142
"6903",46507,360696
"6904",46508,3751
"6905",46510,76489
"6906",46511,114085
"6907",46514,952292
"6908",46516,613538
"6909",46517,443992
"6910",46524,39915
"6911",46526,684298
"6912",46528,621266
"6913",46530,1441938
"6914",46531,26762
"6915",46532,35560
"6916",46534,195660
"6917",46536,77994
"6918",46538,131141
"6919",46539,49035
"6920",46540,346339
"6921",46542,100278
"6922",46543,75858
"6923",46544,639325
"6924",46545,544101
"6925",46550,306575
"6926",46552,162659
"6927",46553,89376
"6928",46554,101651
"6929",46555,67450
"6930",46561,310757
"6931",46562,102187
"6932",46563,503624
"6933",46565,163869
"6934",46567,282199
"6935",46570,21790
"6936",46571,97342
"6937",46573,90478
"6938",46574,166828
"6939",46580,527632
"6940",46582,345608
"6941",46590,134444
"6942",46601,55321
"6943",46613,115674
"6944",46614,802788
"6945",46615,270182
"6946",46616,95844
"6947",46617,301898
"6948",46619,303940
"6949",46628,494738
"6950",46635,162438
"6951",46637,345231
"6952",46701,162935
"6953",46702,48967
"6954",46703,398488
"6955",46705,32176
"6956",46706,491059
"6957",46710,106900
"6958",46711,146253
"6959",46714,354819
"6960",46721,92405
"6961",46723,193773
"6962",46725,577576
"6963",46730,34311
"6964",46731,16858
"6965",46732,55145
"6966",46733,412929
"6967",46737,198713
"6968",46738,140131
"6969",46740,57061
"6970",46741,81504
"6971",46742,84412
"6972",46743,50403
"6973",46745,52473
"6974",46746,81280
"6975",46747,53561
"6976",46748,230180
"6977",46750,543673
"6978",46755,313547
"6979",46759,12036
"6980",46760,26883
"6981",46761,214118
"6982",46763,41478
"6983",46764,32722
"6984",46765,185537
"6985",46766,11859
"6986",46767,148004
"6987",46770,73722
"6988",46772,59019
"6989",46773,89139
"6990",46774,362639
"6991",46776,28338
"6992",46777,155422
"6993",46779,40155
"6994",46781,18924
"6995",46783,254602
"6996",46784,55497
"6997",46785,30693
"6998",46787,86363
"6999",46788,93651
"7000",46791,23431
"7001",46792,90071
"7002",46793,92080
"7003",46794,28253
"7004",46795,148166
"7005",46797,88135
"7006",46798,33282
"7007",46802,144425
"7008",46803,81011
"7009",46804,1001316
"7010",46805,352633
"7011",46806,237791
"7012",46807,279260
"7013",46808,300083
"7014",46809,159426
"7015",46814,1001847
"7016",46815,604736
"7017",46816,253108
"7018",46818,455693
"7019",46819,186813
"7020",46825,724300
"7021",46835,915780
"7022",46845,1055463
"7023",46901,749381
"7024",46902,818152
"7025",46910,65113
"7026",46911,33058
"7027",46913,44562
"7028",46914,41829
"7029",46915,15076
"7030",46917,39056
"7031",46919,53013
"7032",46920,26125
"7033",46923,176475
"7034",46926,34085
"7035",46928,99172
"7036",46929,70798
"7037",46932,84595
"7038",46933,115041
"7039",46936,169156
"7040",46938,58822
"7041",46939,43156
"7042",46940,56932
"7043",46941,25604
"7044",46943,3043
"7045",46947,526151
"7046",46950,16294
"7047",46951,41515
"7048",46952,435690
"7049",46953,305746
"7050",46960,23931
"7051",46962,186407
"7052",46970,445230
"7053",46974,35584
"7054",46975,305024
"7055",46978,47148
"7056",46979,143568
"7057",46982,54727
"7058",46985,30967
"7059",46986,43886
"7060",46988,15792
"7061",46989,78008
"7062",46990,19195
"7063",46991,33315
"7064",46992,376789
"7065",46994,62146
"7066",46996,158723
"7067",47001,233497
"7068",47003,19504
"7069",47006,374703
"7070",47010,5515
"7071",47011,15745
"7072",47012,226686
"7073",47016,22214
"7074",47017,13490
"7075",47018,91460
"7076",47020,17598
"7077",47022,99905
"7078",47023,31483
"7079",47024,46839
"7080",47025,619049
"7081",47030,25017
"7082",47031,105789
"7083",47032,77686
"7084",47036,32066
"7085",47037,85154
"7086",47038,18124
"7087",47040,109200
"7088",47041,140234
"7089",47042,78790
"7090",47043,90672
"7091",47060,188972
"7092",47102,99031
"7093",47106,127723
"7094",47108,37421
"7095",47110,6470
"7096",47111,365214
"7097",47112,380972
"7098",47114,9184
"7099",47115,49790
"7100",47116,11275
"7101",47117,94224
"7102",47118,50191
"7103",47119,528006
"7104",47120,16041
"7105",47122,314860
"7106",47124,140862
"7107",47125,26214
"7108",47126,96329
"7109",47129,338162
"7110",47130,1010149
"7111",47135,24254
"7112",47136,132323
"7113",47137,24012
"7114",47138,84228
"7115",47140,41394
"7116",47141,33402
"7117",47142,15041
"7118",47143,86639
"7119",47145,35027
"7120",47147,20426
"7121",47150,1031314
"7122",47161,76114
"7123",47162,17832
"7124",47163,31931
"7125",47164,73093
"7126",47165,109683
"7127",47166,29225
"7128",47167,273969
"7129",47170,263033
"7130",47172,513246
"7131",47175,14236
"7132",47177,28663
"7133",47201,1246043
"7134",47203,772968
"7135",47220,124382
"7136",47223,24732
"7137",47224,8017
"7138",47227,29031
"7139",47229,61273
"7140",47230,35824
"7141",47231,19800
"7142",47232,60440
"7143",47234,36155
"7144",47235,37207
"7145",47240,484546
"7146",47243,103467
"7147",47244,17868
"7148",47246,94228
"7149",47250,510266
"7150",47260,29652
"7151",47264,23546
"7152",47265,368388
"7153",47270,13693
"7154",47272,41114
"7155",47273,41019
"7156",47274,746076
"7157",47281,36234
"7158",47283,67935
"7159",47302,369829
"7160",47303,338056
"7161",47304,783887
"7162",47305,44992
"7163",47320,87972
"7164",47325,12806
"7165",47326,31695
"7166",47327,79559
"7167",47330,121192
"7168",47331,385009
"7169",47334,76986
"7170",47336,62852
"7171",47338,60212
"7172",47339,13362
"7173",47340,58915
"7174",47341,42558
"7175",47342,57769
"7176",47345,28214
"7177",47346,86884
"7178",47348,181760
"7179",47352,22785
"7180",47353,115967
"7181",47354,23624
"7182",47355,54162
"7183",47356,131194
"7184",47357,23488
"7185",47358,18546
"7186",47359,56772
"7187",47360,33081
"7188",47362,497845
"7189",47368,55091
"7190",47369,20492
"7191",47371,233681
"7192",47373,37607
"7193",47374,856444
"7194",47380,36043
"7195",47383,69982
"7196",47384,44397
"7197",47385,33624
"7198",47386,27992
"7199",47387,14295
"7200",47390,89116
"7201",47393,30610
"7202",47394,162378
"7203",47396,232136
"7204",47401,1248030
"7205",47403,641739
"7206",47404,429519
"7207",47406,1503
"7208",47408,434623
"7209",47421,561989
"7210",47424,195838
"7211",47427,17914
"7212",47429,170633
"7213",47431,22656
"7214",47432,80624
"7215",47433,76238
"7216",47436,30330
"7217",47438,80211
"7218",47441,176872
"7219",47443,23307
"7220",47446,174958
"7221",47448,202503
"7222",47449,11393
"7223",47451,23295
"7224",47452,91379
"7225",47453,8820
"7226",47454,124554
"7227",47456,24193
"7228",47459,70092
"7229",47460,221647
"7230",47462,103610
"7231",47465,13781
"7232",47468,39253
"7233",47469,33928
"7234",47470,29072
"7235",47471,51599
"7236",47501,366167
"7237",47512,61539
"7238",47513,39822
"7239",47514,6795
"7240",47515,16404
"7241",47516,33229
"7242",47519,14040
"7243",47520,58584
"7244",47521,26595
"7245",47522,5342
"7246",47523,72535
"7247",47524,10576
"7248",47525,8488
"7249",47527,51035
"7250",47528,18240
"7251",47529,20596
"7252",47531,22389
"7253",47532,173215
"7254",47537,18413
"7255",47541,33163
"7256",47542,235944
"7257",47546,730170
"7258",47550,19343
"7259",47551,13165
"7260",47553,178873
"7261",47557,35352
"7262",47558,85996
"7263",47561,36380
"7264",47562,103108
"7265",47564,33883
"7266",47567,128208
"7267",47568,16747
"7268",47574,4070
"7269",47575,28216
"7270",47576,7711
"7271",47577,23154
"7272",47578,17771
"7273",47579,88541
"7274",47580,7215
"7275",47581,66472
"7276",47585,10231
"7277",47586,239989
"7278",47588,12736
"7279",47590,18467
"7280",47591,535915
"7281",47597,23445
"7282",47598,65319
"7283",47601,334335
"7284",47610,120845
"7285",47611,25928
"7286",47612,22033
"7287",47613,71451
"7288",47615,30425
"7289",47616,7674
"7290",47619,42157
"7291",47620,367754
"7292",47630,1344534
"7293",47631,51321
"7294",47633,80120
"7295",47634,47719
"7296",47635,118901
"7297",47637,30063
"7298",47638,101524
"7299",47639,148267
"7300",47640,23266
"7301",47648,112410
"7302",47649,32890
"7303",47660,96197
"7304",47665,88520
"7305",47666,34792
"7306",47670,270734
"7307",47708,25469
"7308",47710,317513
"7309",47711,727435
"7310",47712,553030
"7311",47713,117892
"7312",47714,618810
"7313",47715,711882
"7314",47720,525128
"7315",47725,759381
"7316",47802,759671
"7317",47803,533357
"7318",47804,149543
"7319",47805,314284
"7320",47807,114601
"7321",47832,22611
"7322",47833,18440
"7323",47834,376836
"7324",47837,21227
"7325",47838,46295
"7326",47840,35228
"7327",47841,41283
"7328",47842,185202
"7329",47846,15338
"7330",47847,23120
"7331",47848,31537
"7332",47849,10655
"7333",47850,50671
"7334",47854,17364
"7335",47858,14995
"7336",47859,20181
"7337",47860,3040
"7338",47861,11928
"7339",47862,29417
"7340",47866,7863
"7341",47868,46671
"7342",47872,147138
"7343",47874,66387
"7344",47879,54456
"7345",47882,180144
"7346",47885,178262
"7347",47901,66740
"7348",47904,240566
"7349",47905,1079064
"7350",47906,1337993
"7351",47909,963431
"7352",47917,7810
"7353",47918,136247
"7354",47920,74252
"7355",47921,22081
"7356",47922,34881
"7357",47923,91893
"7358",47926,23630
"7359",47928,37370
"7360",47929,21244
"7361",47930,27246
"7362",47932,132508
"7363",47933,598226
"7364",47940,32089
"7365",47942,15758
"7366",47943,21042
"7367",47944,89558
"7368",47946,58238
"7369",47948,27671
"7370",47949,26996
"7371",47950,15631
"7372",47951,48132
"7373",47952,49507
"7374",47954,47874
"7375",47955,22025
"7376",47957,30318
"7377",47959,48773
"7378",47960,346223
"7379",47963,42187
"7380",47967,17939
"7381",47968,24967
"7382",47970,46223
"7383",47971,36528
"7384",47974,24414
"7385",47975,19836
"7386",47977,77276
"7387",47978,251837
"7388",47980,28728
"7389",47981,23776
"7390",47987,80069
"7391",47989,26071
"7392",47990,35820
"7393",47991,21373
"7394",47992,41053
"7395",47993,91098
"7396",47994,15532
"7397",47995,39876
"7398",99999,1475606
"7399",0,84084937
"7400",50001,16982
"7401",50002,30579
"7402",50003,279866
"7403",50005,13520
"7404",50006,42321
"7405",50007,17189
"7406",50008,13587
"7407",50009,544474
"7408",50010,841780
"7409",50014,671197
"7410",50020,34182
"7411",50021,999523
"7412",50022,203744
"7413",50023,1148850
"7414",50025,87937
"7415",50026,11474
"7416",50027,4781
"7417",50028,39128
"7418",50029,11676
"7419",50034,12670
"7420",50035,188608
"7421",50036,434143
"7422",50039,8709
"7423",50042,5367
"7424",50044,17181
"7425",50046,50530
"7426",50047,160603
"7427",50048,18144
"7428",50049,129346
"7429",50050,17438
"7430",50051,7397
"7431",50054,80138
"7432",50055,24180
"7433",50056,33961
"7434",50058,46684
"7435",50060,49374
"7436",50061,136250
"7437",50062,11646
"7438",50063,102148
"7439",50065,6663
"7440",50066,6377
"7441",50067,4267
"7442",50068,6266
"7443",50069,27814
"7444",50070,41433
"7445",50071,24617
"7446",50072,86164
"7447",50073,38491
"7448",50074,12271
"7449",50075,25682
"7450",50076,34944
"7451",50103,7821
"7452",50105,39636
"7453",50106,27237
"7454",50107,22484
"7455",50108,6803
"7456",50109,111889
"7457",50111,449572
"7458",50112,279310
"7459",50115,62551
"7460",50116,5926
"7461",50118,20270
"7462",50119,9529
"7463",50120,10378
"7464",50122,39466
"7465",50123,16385
"7466",50124,119871
"7467",50125,544844
"7468",50126,191570
"7469",50128,7431
"7470",50129,128990
"7471",50130,50643
"7472",50131,944743
"7473",50132,8580
"7474",50133,8195
"7475",50134,23063
"7476",50135,40986
"7477",50136,9406
"7478",50138,259125
"7479",50139,27276
"7480",50140,36300
"7481",50141,12011
"7482",50143,17808
"7483",50144,51196
"7484",50146,10633
"7485",50147,6311
"7486",50148,8659
"7487",50149,18420
"7488",50150,15755
"7489",50151,15287
"7490",50153,22690
"7491",50154,14540
"7492",50156,124065
"7493",50157,19377
"7494",50158,696531
"7495",50161,55462
"7496",50162,28598
"7497",50164,14956
"7498",50166,36618
"7499",50167,21807
"7500",50168,25552
"7501",50169,74630
"7502",50170,76947
"7503",50171,87486
"7504",50173,13556
"7505",50174,25791
"7506",50201,240352
"7507",50206,13958
"7508",50207,58001
"7509",50208,442712
"7510",50210,44160
"7511",50211,403252
"7512",50212,86561
"7513",50213,138092
"7514",50214,26123
"7515",50216,105644
"7516",50217,16398
"7517",50219,424884
"7518",50220,191055
"7519",50222,11540
"7520",50223,8512
"7521",50225,73258
"7522",50226,215600
"7523",50228,67374
"7524",50229,40133
"7525",50230,29882
"7526",50232,12375
"7527",50233,29027
"7528",50234,18807
"7529",50235,10974
"7530",50236,46891
"7531",50237,102417
"7532",50238,22471
"7533",50240,69937
"7534",50242,9107
"7535",50244,56390
"7536",50246,18053
"7537",50247,65632
"7538",50248,138646
"7539",50249,31891
"7540",50250,49974
"7541",50251,46293
"7542",50252,8412
"7543",50254,5376
"7544",50256,11277
"7545",50257,23092
"7546",50258,19449
"7547",50261,87515
"7548",50262,7035
"7549",50263,698181
"7550",50264,8526
"7551",50265,1359556
"7552",50266,1389200
"7553",50268,16487
"7554",50271,15329
"7555",50273,214410
"7556",50274,9375
"7557",50275,10633
"7558",50276,61158
"7559",50277,11439
"7560",50278,20308
"7561",50309,202341
"7562",50310,792120
"7563",50311,278325
"7564",50312,726906
"7565",50313,329639
"7566",50314,145351
"7567",50315,685588
"7568",50316,220214
"7569",50317,688220
"7570",50320,434823
"7571",50321,286328
"7572",50322,1084513
"7573",50323,834847
"7574",50324,162790
"7575",50325,893956
"7576",50327,340022
"7577",50401,708883
"7578",50420,8636
"7579",50421,82385
"7580",50423,68185
"7581",50424,44590
"7582",50428,310862
"7583",50430,13275
"7584",50433,9579
"7585",50434,10136
"7586",50435,17766
"7587",50436,143771
"7588",50438,110428
"7589",50439,5120
"7590",50440,11684
"7591",50441,142968
"7592",50444,9875
"7593",50446,14126
"7594",50447,27774
"7595",50448,17141
"7596",50449,14510
"7597",50450,72554
"7598",50451,13211
"7599",50452,17542
"7600",50453,12651
"7601",50455,8715
"7602",50456,37444
"7603",50457,10085
"7604",50458,50649
"7605",50459,81227
"7606",50460,8224
"7607",50461,152021
"7608",50464,15179
"7609",50466,40783
"7610",50468,41705
"7611",50469,38879
"7612",50470,5177
"7613",50471,20460
"7614",50472,66410
"7615",50473,6731
"7616",50475,43486
"7617",50476,18529
"7618",50477,6788
"7619",50478,22041
"7620",50479,17612
"7621",50480,23932
"7622",50482,26636
"7623",50483,23427
"7624",50484,9333
"7625",50501,637238
"7626",50510,31709
"7627",50511,229511
"7628",50514,37339
"7629",50515,5281
"7630",50516,18360
"7631",50517,28526
"7632",50518,10413
"7633",50519,16832
"7634",50522,18087
"7635",50523,15899
"7636",50524,18883
"7637",50525,93176
"7638",50528,10897
"7639",50529,19032
"7640",50530,24172
"7641",50531,6237
"7642",50532,22554
"7643",50533,82488
"7644",50535,24260
"7645",50536,106959
"7646",50538,13648
"7647",50539,11741
"7648",50540,27088
"7649",50541,21383
"7650",50542,24740
"7651",50543,36289
"7652",50544,12023
"7653",50545,7628
"7654",50546,10278
"7655",50548,198121
"7656",50554,40132
"7657",50556,8264
"7658",50557,17051
"7659",50558,17241
"7660",50559,10490
"7661",50560,13800
"7662",50561,13159
"7663",50562,12112
"7664",50563,72610
"7665",50565,11184
"7666",50566,11260
"7667",50567,7164
"7668",50568,37636
"7669",50569,18186
"7670",50570,7525
"7671",50571,11235
"7672",50574,61518
"7673",50575,22682
"7674",50576,12219
"7675",50577,10400
"7676",50578,16632
"7677",50579,65301
"7678",50581,21590
"7679",50582,4335
"7680",50583,71985
"7681",50585,30587
"7682",50586,7146
"7683",50588,293009
"7684",50590,19807
"7685",50591,7296
"7686",50594,7321
"7687",50595,214828
"7688",50597,39161
"7689",50598,24714
"7690",50599,13062
"7691",50601,60707
"7692",50602,38662
"7693",50603,13850
"7694",50604,45055
"7695",50606,20412
"7696",50607,14488
"7697",50609,13208
"7698",50611,7887
"7699",50612,20386
"7700",50613,1259238
"7701",50616,236809
"7702",50619,56059
"7703",50621,46487
"7704",50622,123639
"7705",50624,70107
"7706",50625,21744
"7707",50626,43772
"7708",50627,72884
"7709",50628,29338
"7710",50629,55607
"7711",50630,42665
"7712",50632,24232
"7713",50633,9055
"7714",50635,43650
"7715",50636,56166
"7716",50638,104907
"7717",50641,28046
"7718",50642,14791
"7719",50643,96423
"7720",50644,233356
"7721",50645,32729
"7722",50647,58442
"7723",50648,125365
"7724",50650,19338
"7725",50651,103347
"7726",50653,15866
"7727",50654,14371
"7728",50655,19678
"7729",50658,55689
"7730",50659,163479
"7731",50660,34313
"7732",50662,143700
"7733",50665,84045
"7734",50666,25508
"7735",50667,25571
"7736",50668,34293
"7737",50669,85471
"7738",50670,54655
"7739",50671,8165
"7740",50672,17467
"7741",50674,98470
"7742",50675,63007
"7743",50676,49080
"7744",50677,348109
"7745",50680,36803
"7746",50681,10327
"7747",50682,39444
"7748",50701,883847
"7749",50702,407610
"7750",50703,289941
"7751",50707,153798
"7752",50801,205435
"7753",50830,35158
"7754",50833,45441
"7755",50836,7082
"7756",50837,7113
"7757",50840,9286
"7758",50841,59461
"7759",50843,12537
"7760",50845,13877
"7761",50846,22373
"7762",50848,5715
"7763",50849,68368
"7764",50851,52630
"7765",50853,18048
"7766",50854,46817
"7767",50857,7617
"7768",50858,14962
"7769",50859,11071
"7770",50860,2949
"7771",50861,4966
"7772",50864,44231
"7773",51001,52791
"7774",51002,76185
"7775",51003,46488
"7776",51004,26942
"7777",51005,41618
"7778",51006,22843
"7779",51007,21742
"7780",51010,9976
"7781",51012,162800
"7782",51014,18716
"7783",51016,33096
"7784",51018,9607
"7785",51019,22262
"7786",51020,20974
"7787",51022,20157
"7788",51023,64788
"7789",51024,69327
"7790",51025,57875
"7791",51026,22338
"7792",51027,31670
"7793",51028,65869
"7794",51029,6735
"7795",51030,54795
"7796",51031,363773
"7797",51033,13439
"7798",51034,46089
"7799",51035,45169
"7800",51036,18123
"7801",51037,8110
"7802",51038,40728
"7803",51039,72139
"7804",51040,83793
"7805",51041,177113
"7806",51044,4787
"7807",51046,42459
"7808",51047,15192
"7809",51048,14761
"7810",51049,11348
"7811",51050,75098
"7812",51052,25702
"7813",51053,32177
"7814",51054,154769
"7815",51055,38702
"7816",51056,10493
"7817",51058,27547
"7818",51060,14394
"7819",51061,10264
"7820",51062,14160
"7821",51063,26600
"7822",51101,9820
"7823",51103,256549
"7824",51104,557388
"7825",51105,114537
"7826",51106,674069
"7827",51108,164645
"7828",51109,61074
"7829",51201,164140
"7830",51230,13391
"7831",51231,7700
"7832",51232,19954
"7833",51234,34921
"7834",51235,28213
"7835",51237,40277
"7836",51238,39756
"7837",51239,84574
"7838",51240,48136
"7839",51241,52167
"7840",51243,16967
"7841",51245,35733
"7842",51246,106380
"7843",51247,170437
"7844",51248,45916
"7845",51249,90667
"7846",51250,254564
"7847",51301,360755
"7848",51331,51115
"7849",51333,14988
"7850",51334,168920
"7851",51338,29248
"7852",51342,27558
"7853",51343,5969
"7854",51345,9965
"7855",51346,65776
"7856",51347,43247
"7857",51350,11614
"7858",51351,149335
"7859",51354,24424
"7860",51355,60066
"7861",51357,16315
"7862",51358,28588
"7863",51360,293124
"7864",51364,16289
"7865",51365,7102
"7866",51366,11688
"7867",51401,375677
"7868",51430,20892
"7869",51431,9175
"7870",51433,15220
"7871",51436,32452
"7872",51439,22117
"7873",51440,9139
"7874",51441,5343
"7875",51442,220926
"7876",51443,48465
"7877",51445,101219
"7878",51446,12735
"7879",51448,16785
"7880",51449,51625
"7881",51450,46506
"7882",51453,15208
"7883",51454,32480
"7884",51455,63888
"7885",51458,41840
"7886",51461,31969
"7887",51462,25617
"7888",51463,20499
"7889",51465,18141
"7890",51466,29673
"7891",51467,19304
"7892",51501,582847
"7893",51503,1073247
"7894",51510,72929
"7895",51521,56530
"7896",51523,8249
"7897",51525,33783
"7898",51526,55470
"7899",51527,15569
"7900",51528,20567
"7901",51529,47787
"7902",51530,24026
"7903",51531,21899
"7904",51532,14050
"7905",51533,22342
"7906",51534,262891
"7907",51535,46642
"7908",51536,12917
"7909",51537,196605
"7910",51540,11833
"7911",51541,9492
"7912",51542,34959
"7913",51543,9639
"7914",51544,16837
"7915",51545,6359
"7916",51546,76588
"7917",51548,12681
"7918",51549,13659
"7919",51551,46679
"7920",51552,6695
"7921",51553,27919
"7922",51555,134031
"7923",51556,8753
"7924",51557,20959
"7925",51558,13219
"7926",51559,51565
"7927",51560,53291
"7928",51561,40941
"7929",51562,15397
"7930",51563,18491
"7931",51564,10745
"7932",51565,17192
"7933",51566,153003
"7934",51570,27088
"7935",51571,20775
"7936",51572,9915
"7937",51573,28477
"7938",51575,53546
"7939",51576,62763
"7940",51577,26615
"7941",51579,52847
"7942",51601,123313
"7943",51631,5943
"7944",51632,148159
"7945",51636,9809
"7946",51638,32590
"7947",51639,25046
"7948",51640,45289
"7949",51645,6745
"7950",51646,15171
"7951",51649,9479
"7952",51650,6294
"7953",51652,42514
"7954",51653,33372
"7955",51654,12414
"7956",52001,893221
"7957",52002,524641
"7958",52003,579726
"7959",52031,133553
"7960",52032,34671
"7961",52033,97156
"7962",52035,19404
"7963",52037,34745
"7964",52038,10614
"7965",52039,32441
"7966",52040,166914
"7967",52041,39607
"7968",52042,34602
"7969",52043,63489
"7970",52045,62931
"7971",52046,65089
"7972",52047,13628
"7973",52048,5859
"7974",52049,31472
"7975",52050,11620
"7976",52052,69604
"7977",52053,25739
"7978",52054,26271
"7979",52057,204469
"7980",52060,186974
"7981",52064,18817
"7982",52065,20987
"7983",52068,153829
"7984",52069,36368
"7985",52070,25474
"7986",52072,9167
"7987",52073,39311
"7988",52074,6332
"7989",52076,46397
"7990",52077,7571
"7991",52078,22008
"7992",52079,19045
"7993",52101,354518
"7994",52132,44877
"7995",52133,11179
"7996",52134,6462
"7997",52135,17367
"7998",52136,138743
"7999",52140,11093
"8000",52141,35432
"8001",52142,34070
"8002",52144,34142
"8003",52146,22062
"8004",52147,23005
"8005",52151,44118
"8006",52154,26416
"8007",52155,31215
"8008",52156,17500
"8009",52157,39130
"8010",52159,52904
"8011",52160,18574
"8012",52161,35859
"8013",52162,59020
"8014",52165,26113
"8015",52169,8264
"8016",52170,13145
"8017",52171,24555
"8018",52172,137533
"8019",52175,81494
"8020",52201,31193
"8021",52202,30138
"8022",52203,60884
"8023",52205,198422
"8024",52206,77176
"8025",52207,7518
"8026",52208,66473
"8027",52209,29658
"8028",52210,18999
"8029",52211,68231
"8030",52212,7887
"8031",52213,137587
"8032",52214,81294
"8033",52215,18703
"8034",52216,37680
"8035",52217,14226
"8036",52218,40623
"8037",52222,14743
"8038",52223,37423
"8039",52224,66265
"8040",52225,10229
"8041",52227,92763
"8042",52228,108137
"8043",52229,16715
"8044",52231,8229
"8045",52232,5279
"8046",52233,180657
"8047",52236,14912
"8048",52237,33333
"8049",52240,807794
"8050",52241,650991
"8051",52245,689485
"8052",52246,652807
"8053",52247,131531
"8054",52248,46267
"8055",52249,27189
"8056",52251,12616
"8057",52253,90237
"8058",52254,20564
"8059",52255,29660
"8060",52257,10022
"8061",52301,96301
"8062",52302,1216880
"8063",52305,16658
"8064",52306,47486
"8065",52309,8436
"8066",52310,166505
"8067",52313,9268
"8068",52314,177775
"8069",52315,34373
"8070",52316,36328
"8071",52317,596873
"8072",52318,27617
"8073",52320,24373
"8074",52321,9508
"8075",52322,70132
"8076",52323,13823
"8077",52324,65868
"8078",52325,22653
"8079",52326,11731
"8080",52327,95470
"8081",52328,146943
"8082",52329,21684
"8083",52330,26846
"8084",52332,52940
"8085",52333,290704
"8086",52334,10524
"8087",52335,12448
"8088",52336,67638
"8089",52337,18013
"8090",52338,153511
"8091",52339,93022
"8092",52340,84250
"8093",52341,45998
"8094",52342,69296
"8095",52345,40959
"8096",52346,33775
"8097",52347,42222
"8098",52349,186416
"8099",52351,51615
"8100",52352,53072
"8101",52353,217822
"8102",52354,11774
"8103",52355,5775
"8104",52356,68006
"8105",52358,109747
"8106",52359,5474
"8107",52361,146480
"8108",52362,22740
"8109",52401,41652
"8110",52402,1133466
"8111",52403,858087
"8112",52404,823963
"8113",52405,648331
"8114",52411,476490
"8115",52501,592604
"8116",52530,22940
"8117",52531,126082
"8118",52533,23852
"8119",52534,5513
"8120",52535,17302
"8121",52536,20552
"8122",52537,132921
"8123",52540,29862
"8124",52542,7424
"8125",52543,6369
"8126",52544,133149
"8127",52549,10740
"8128",52550,8778
"8129",52551,12480
"8130",52552,13431
"8131",52553,34544
"8132",52554,21550
"8133",52555,5032
"8134",52556,327866
"8135",52560,6909
"8136",52561,18678
"8137",52563,32737
"8138",52565,42197
"8139",52567,14179
"8140",52569,12041
"8141",52570,11803
"8142",52571,29960
"8143",52572,16948
"8144",52574,13304
"8145",52576,10207
"8146",52577,340885
"8147",52580,12076
"8148",52581,6139
"8149",52583,5468
"8150",52584,6687
"8151",52585,23953
"8152",52586,13572
"8153",52590,17044
"8154",52591,65512
"8155",52594,6979
"8156",52601,674792
"8157",52619,11965
"8158",52620,14630
"8159",52621,17565
"8160",52623,52021
"8161",52625,62432
"8162",52626,22375
"8163",52627,275066
"8164",52630,7491
"8165",52632,249099
"8166",52635,11776
"8167",52637,69846
"8168",52638,12512
"8169",52639,39606
"8170",52640,31801
"8171",52641,258185
"8172",52644,12558
"8173",52645,71537
"8174",52646,8743
"8175",52649,21830
"8176",52650,23936
"8177",52651,11522
"8178",52653,79791
"8179",52654,39226
"8180",52655,105374
"8181",52656,70798
"8182",52658,32243
"8183",52659,36213
"8184",52660,6754
"8185",52720,21880
"8186",52721,21235
"8187",52722,1659374
"8188",52726,157232
"8189",52727,10510
"8190",52729,22550
"8191",52730,119960
"8192",52731,22226
"8193",52732,594132
"8194",52737,6251
"8195",52738,79714
"8196",52739,13357
"8197",52742,222864
"8198",52745,15722
"8199",52746,28413
"8200",52747,66529
"8201",52748,313090
"8202",52749,25241
"8203",52750,15703
"8204",52751,26935
"8205",52753,236464
"8206",52754,33865
"8207",52755,52345
"8208",52756,75495
